Date,EmpID,Gender,Age,EthnicGroup,FP,TermDate,isNewHire,BU Region,HireDate,PayType,TermReason,AgeGroup,TenureDays,TenureMonths,BadHires
1/06/2018,406,M,23,Group C,PT,27/06/2014,Yes,North,27/06/2014,Hourly,Voluntary,<30,0,0,1
1/06/2018,510,M,18,Group D,PT,27/06/2014, ,North,29/05/2014,Hourly,Voluntary,<30,29,0.97,1
1/06/2018,816,M,26,Group D,PT,19/06/2014, ,North,31/05/2014,Hourly,Voluntary,<30,19,0.63,1
1/06/2018,850,M,42,Group B,PT,28/06/2014, ,North,29/05/2014,Hourly,Voluntary,30-49,30,1,1
1/06/2018,1544,M,23,Group A,PT, , ,North,4/02/2014,Hourly, ,<30,117,3.9,0
1/06/2018,1636,M,54,Group E,PT, ,Yes,North,11/06/2014,Hourly, ,50+,0,0,0
1/06/2018,1654,F,18,Group D,PT, , ,North,8/05/2014,Hourly, ,<30,24,0.8,0
1/06/2018,1734,F,23,Group F,PT,26/06/2014, ,North,14/05/2014,Hourly,Voluntary,<30,43,1.43,1
1/06/2018,1780,F,22,Group F,PT,30/06/2014, ,North,15/11/2013,Hourly,Voluntary,<30,227,7.57,0
1/06/2018,1780,F,22,Group F,PT, , ,North,15/11/2013,Hourly, ,<30,198,6.6,0
1/06/2018,1828,M,44,Group A,PT,26/06/2014, ,North,18/04/2014,Hourly,Voluntary,30-49,69,2.3,0
1/06/2018,1904,M,28,Group G,PT,26/06/2014, ,North,30/05/2014,Hourly,Voluntary,<30,27,0.9,1
1/06/2018,1918,M,35,Group G,PT,6/06/2014, ,North,30/04/2014,Hourly,Voluntary,30-49,37,1.23,1
1/06/2018,1938,F,19,Group E,PT, ,Yes,North,20/06/2014,Hourly, ,<30,0,0,0
1/06/2018,1942,F,24,Group G,PT, , ,North,22/05/2014,Hourly, ,<30,10,0.33,0
1/06/2018,1944,M,29,Group D,PT,1/06/2014, ,North,22/05/2014,Hourly,Voluntary,<30,10,0.33,1
1/06/2018,1946,F,22,Group E,PT, ,Yes,North,13/06/2014,Hourly, ,<30,0,0,0
1/06/2018,1948,M,22,Group B,PT, ,Yes,North,4/06/2014,Hourly, ,<30,0,0,0
1/06/2018,1950,M,39,Group A,PT, , ,North,27/08/2008,Hourly, ,30-49,2104,70.13,0
1/06/2018,1958,M,22,Group B,PT, , ,North,21/08/2013,Hourly, ,<30,284,9.47,0
1/06/2018,1962,F,22,Group A,PT,21/06/2014, ,North,8/05/2014,Hourly,Voluntary,<30,44,1.47,1
1/06/2018,1966,M,36,Group A,PT,27/06/2014, ,North,8/09/2012,Hourly,Voluntary,30-49,657,21.9,0
1/06/2018,1976,M,43,Group A,PT, , ,North,20/09/2013,Hourly, ,30-49,254,8.47,0
1/06/2018,1980,M,26,Group B,PT, , ,North,13/05/2014,Hourly, ,<30,19,0.63,0
1/06/2018,2142,M,22,Group G,PT, , ,Midwest,2/05/2014,Hourly, ,<30,30,1,0
1/06/2018,2160,F,22,Group B,PT, ,Yes,Midwest,27/06/2014,Hourly, ,<30,0,0,0
1/06/2018,2180,F,42,Group G,PT,26/06/2014,Yes,Midwest,26/06/2014,Hourly,Voluntary,30-49,0,0,1
1/06/2018,2730,M,54,Group E,PT,26/06/2014,Yes,Midwest,25/06/2014,Hourly,Voluntary,50+,1,0.03,1
1/06/2018,3194,M,20,Group B,PT, ,Yes,Midwest,19/06/2014,Hourly, ,<30,0,0,0
1/06/2018,3282,F,19,Group E,PT,10/06/2014, ,Midwest,30/05/2014,Hourly,Voluntary,<30,11,0.37,1
