Date,EmpID,Gender,Age,EthnicGroup,FP,TermDate,isNewHire,BU Region,HireDate,PayType,TermReason,AgeGroup,TenureDays,TenureMonths,BadHires
1/02/2017,1924,M,25,Group G,PT, , ,North,5/01/2012,Hourly, ,<30,393,13.1,0
1/02/2017,1950,M,38,Group A,PT, , ,North,27/08/2008,Hourly, ,30-49,1619,53.97,0
1/02/2017,1966,M,35,Group A,PT, , ,North,8/09/2012,Hourly, ,30-49,146,4.87,0
1/02/2017,4138,M,25,Group E,PT, , ,South,13/07/2012,Hourly, ,<30,203,6.77,0
1/02/2017,4340,F,24,Group B,PT, , ,South,1/11/2012,Hourly, ,<30,92,3.07,0
1/02/2017,5052,F,22,Group C,PT, , ,South,2/06/2011,Hourly, ,<30,610,20.33,0
1/02/2017,5202,M,24,Group E,PT, , ,North,12/08/2010,Hourly, ,<30,904,30.13,0
1/02/2017,8506,F,20,Group C,PT, , ,Midwest,12/09/2012,Hourly, ,<30,142,4.73,0
1/02/2017,9460,M,20,Group D,PT, , ,North,27/09/2011,Hourly, ,<30,493,16.43,0
1/02/2017,10742,F,24,Group G,PT, , ,South,20/06/2012,Hourly, ,<30,226,7.53,0
1/02/2017,16664,M,26,Group F,PT, , ,North,25/09/2008,Hourly, ,<30,1590,53,0
1/02/2017,16678,M,56,Group A,FT, , ,Northwest,7/06/2012,Hourly, ,50+,239,7.97,0
1/02/2017,16718,M,27,Group A,PT, ,Yes,South,8/02/2013,Hourly, ,<30,0,0,0
1/02/2017,16730,F,76,Group E,FT, , ,North,24/05/2011,Hourly, ,50+,619,20.63,0
1/02/2017,17146,F,23,Group D,PT, , ,West,16/11/2010,Hourly, ,<30,808,26.93,0
1/02/2017,17362,F,28,Group B,FT, , ,East,20/12/2011,Hourly, ,<30,409,13.63,0
1/02/2017,17854,M,22,Group E,PT, , ,West,15/03/2012,Hourly, ,<30,323,10.77,0
1/02/2017,17998,M,46,Group C,PT, , ,Northwest,2/09/2012,Hourly, ,30-49,152,5.07,0
1/02/2017,18230,M,47,Group A,PT, , ,North,24/10/2007,Hourly, ,30-49,1927,64.23,0
1/02/2017,18926,F,22,Group A,PT, , ,West,30/11/2012,Hourly, ,<30,63,2.1,0
1/02/2017,19130,F,43,Group F,PT, , ,North,14/09/2012,Hourly, ,30-49,140,4.67,0
1/02/2017,19600,F,23,Group A,FT, , ,Northwest,27/04/2011,Hourly, ,<30,646,21.53,0
1/02/2017,20706,M,44,Group F,PT, , ,South,21/07/2011,Hourly, ,30-49,561,18.7,0
1/02/2017,21208,M,29,Group A,FT, , ,Northwest,13/07/2000,Hourly, ,<30,4586,152.87,0
1/02/2017,21544,F,26,Group B,PT, , ,Northwest,2/09/2010,Hourly, ,<30,883,29.43,0
1/02/2017,22578,F,68,Group C,FT, , ,Northwest,5/05/2011,Hourly, ,50+,638,21.27,0
1/02/2017,23112,F,20,Group G,PT, , ,North,22/02/2012,Hourly, ,<30,345,11.5,0
1/02/2017,23394,M,22,Group B,PT, , ,Central,22/09/2012,Hourly, ,<30,132,4.4,0
1/02/2017,25168,F,20,Group D,PT, , ,Midwest,25/10/2012,Hourly, ,<30,99,3.3,0
1/02/2017,25640,M,25,Group D,PT, , ,West,24/08/2012,Hourly, ,<30,161,5.37,0
1/02/2017,25882,F,21,Group D,PT, , ,Northwest,22/06/2012,Hourly, ,<30,224,7.47,0
1/02/2017,25892,F,19,Group F,PT, , ,Northwest,29/06/2012,Hourly, ,<30,217,7.23,0
1/02/2017,26228,M,55,Group D,PT, , ,North,17/09/2008,Hourly, ,50+,1598,53.27,0
1/02/2017,26778,M,17,Group C,PT, , ,Central,20/01/2013,Hourly, ,<30,12,0.4,0
1/02/2017,26924,F,22,Group F,PT, , ,West,21/09/2012,Hourly, ,<30,133,4.43,0
1/02/2017,26954,M,87,Group B,PT, , ,West,27/08/2009,Hourly, ,50+,1254,41.8,0
1/02/2017,27450,F,21,Group G,PT, , ,North,10/11/2011,Hourly, ,<30,449,14.97,0
1/02/2017,28016,M,51,Group E,PT, ,Yes,Northwest,28/02/2013,Hourly, ,50+,0,0,0
1/02/2017,28738,F,22,Group G,PT, , ,Central,16/09/2012,Hourly, ,<30,138,4.6,0
1/02/2017,29062,M,43,Group G,FT, , ,Midwest,26/05/2009,Hourly, ,30-49,1347,44.9,0
1/02/2017,29632,M,28,Group F,PT, , ,Central,1/04/2010,Hourly, ,<30,1037,34.57,0
1/02/2017,30248,F,39,Group C,FT, , ,Northwest,14/11/2006,Hourly, ,30-49,2271,75.7,0
1/02/2017,30934,M,53,Group B,PT, , ,Northwest,3/11/2011,Hourly, ,50+,456,15.2,0
1/02/2017,31824,M,23,Group B,PT, , ,North,1/06/2012,Hourly, ,<30,245,8.17,0
1/02/2017,31918,M,48,Group F,PT, , ,Midwest,24/03/2012,Hourly, ,30-49,314,10.47,0
1/02/2017,33066,F,30,Group E,PT, , ,South,13/04/2011,Hourly, ,30-49,660,22,0
1/02/2017,33132,M,19,Group A,PT, , ,South,9/06/2012,Hourly, ,<30,237,7.9,0
1/02/2017,33148,M,52,Group F,PT, , ,South,1/08/2012,Hourly, ,50+,184,6.13,0
1/02/2017,33240,F,30,Group E,FT, , ,Midwest,26/06/2002,Salary, ,30-49,3873,129.1,0
1/02/2017,33258,M,35,Group D,FT, , ,West,4/04/2008,Salary, ,30-49,1764,58.8,0
1/02/2017,33262,F,48,Group E,FT, , ,Northwest,19/03/2008,Salary, ,30-49,1780,59.33,0
1/02/2017,33278,F,32,Group E,FT, , ,Midwest,29/09/2011,Salary, ,30-49,491,16.37,0
1/02/2017,33288,F,46,Group G,FT, , ,East,16/07/2008,Salary, ,30-49,1661,55.37,0
1/02/2017,33296,F,33,Group G,FT, , ,East,27/08/2008,Salary, ,30-49,1619,53.97,0
1/02/2017,33312,F,51,Group C,FT, , ,East,4/10/2011,Salary, ,50+,486,16.2,0
1/02/2017,33812,M,27,Group B,PT, , ,Midwest,13/01/2012,Hourly, ,<30,385,12.83,0
