Date,EmpID,Gender,Age,EthnicGroup,FP,TermDate,isNewHire,BU Region,HireDate,PayType,TermReason,AgeGroup,TenureDays,TenureMonths,BadHires
1/05/2018,374,F,20,Group C,PT,22/05/2014, ,North,30/04/2014,Hourly,Voluntary,<30,22,0.73,1
1/05/2018,1544,M,23,Group A,PT, , ,North,4/02/2014,Hourly, ,<30,86,2.87,0
1/05/2018,1560,M,24,Group C,PT,3/05/2014, ,North,27/03/2014,Hourly,Voluntary,<30,37,1.23,1
1/05/2018,1654,F,18,Group D,PT, ,Yes,North,8/05/2014,Hourly, ,<30,0,0,0
1/05/2018,1734,F,23,Group F,PT, ,Yes,North,14/05/2014,Hourly, ,<30,0,0,0
1/05/2018,1780,F,22,Group F,PT, , ,North,15/11/2013,Hourly, ,<30,167,5.57,0
1/05/2018,1828,M,44,Group A,PT, , ,North,18/04/2014,Hourly, ,30-49,13,0.43,0
1/05/2018,1918,M,35,Group G,PT, , ,North,30/04/2014,Hourly, ,30-49,1,0.03,0
1/05/2018,1942,F,24,Group G,PT, ,Yes,North,22/05/2014,Hourly, ,<30,0,0,0
1/05/2018,1944,M,29,Group D,PT, ,Yes,North,22/05/2014,Hourly, ,<30,0,0,0
1/05/2018,1950,M,39,Group A,PT, , ,North,27/08/2008,Hourly, ,30-49,2073,69.1,0
1/05/2018,1958,M,22,Group B,PT, , ,North,21/08/2013,Hourly, ,<30,253,8.43,0
1/05/2018,1962,F,22,Group A,PT, ,Yes,North,8/05/2014,Hourly, ,<30,0,0,0
1/05/2018,1966,M,36,Group A,PT, , ,North,8/09/2012,Hourly, ,30-49,600,20,0
1/05/2018,1972,M,21,Group F,PT,1/05/2014, ,North,26/09/2013,Hourly,Voluntary,<30,217,7.23,0
1/05/2018,1976,M,43,Group A,PT, , ,North,20/09/2013,Hourly, ,30-49,223,7.43,0
1/05/2018,1980,M,26,Group B,PT, ,Yes,North,13/05/2014,Hourly, ,<30,0,0,0
1/05/2018,1982,F,53,Group D,PT,10/05/2014, ,North,30/04/2014,Hourly,Voluntary,50+,10,0.33,1
1/05/2018,2046,M,22,Group B,PT,5/05/2014, ,Midwest,20/03/2014,Hourly,Voluntary,<30,46,1.53,1
1/05/2018,2142,M,22,Group G,PT, ,Yes,Midwest,2/05/2014,Hourly, ,<30,0,0,0
1/05/2018,3366,M,21,Group B,PT,16/05/2014, ,Midwest,11/04/2014,Hourly,Voluntary,<30,35,1.17,1
1/05/2018,3492,M,26,Group G,PT, , ,Midwest,19/03/2014,Hourly, ,<30,43,1.43,0
1/05/2018,3494,M,20,Group F,PT,28/05/2014, ,Midwest,19/03/2014,Hourly,Voluntary,<30,70,2.33,0
1/05/2018,3498,M,18,Group A,PT, , ,Midwest,19/03/2014,Hourly, ,<30,43,1.43,0
1/05/2018,3500,M,19,Group C,PT, , ,Midwest,19/03/2014,Hourly, ,<30,43,1.43,0
1/05/2018,3654,M,22,Group G,PT,17/05/2014,Yes,Midwest,1/05/2014,Hourly,Voluntary,<30,16,0.53,1
1/05/2018,3958,F,20,Group C,PT, ,Yes,South,29/05/2014,Hourly, ,<30,0,0,0
1/05/2018,4052,F,49,Group E,PT,17/05/2014, ,South,29/04/2014,Hourly,Voluntary,30-49,18,0.6,1
1/05/2018,4248,F,26,Group G,PT,7/05/2014,Yes,South,1/05/2014,Hourly,Voluntary,<30,6,0.2,1
1/05/2018,4340,F,25,Group B,PT,18/05/2014, ,South,1/11/2012,Hourly,Voluntary,<30,563,18.77,0
1/05/2018,4458,M,20,Group A,PT, , ,South,30/04/2014,Hourly, ,<30,1,0.03,0
1/05/2018,4496,M,22,Group B,PT,9/05/2014, ,South,30/04/2014,Hourly,Voluntary,<30,9,0.3,1
1/05/2018,4530,M,22,Group C,PT, ,Yes,South,17/05/2014,Hourly, ,<30,0,0,0
1/05/2018,4532,F,22,Group A,PT,6/05/2014,Yes,South,1/05/2014,Hourly,Voluntary,<30,5,0.17,1
1/05/2018,5052,F,23,Group C,PT,3/05/2014, ,South,2/06/2011,Hourly,Voluntary,<30,1066,35.53,0
1/05/2018,5064,M,29,Group G,PT, ,Yes,South,21/05/2014,Hourly, ,<30,0,0,0
1/05/2018,5202,M,25,Group E,PT, , ,North,12/08/2010,Hourly, ,<30,1358,45.27,0
1/05/2018,5214,F,21,Group B,PT, ,Yes,North,15/05/2014,Hourly, ,<30,0,0,0
1/05/2018,5216,F,20,Group A,PT,3/05/2014, ,North,30/10/2013,Hourly,Voluntary,<30,185,6.17,0
1/05/2018,5224,F,22,Group A,PT, ,Yes,North,20/05/2014,Hourly, ,<30,0,0,0
1/05/2018,5268,M,20,Group A,PT, , ,North,16/08/2013,Hourly, ,<30,258,8.6,0
1/05/2018,7016,M,20,Group A,PT, ,Yes,South,23/05/2014,Hourly, ,<30,0,0,0
1/05/2018,7092,F,19,Group C,PT,12/05/2014,Yes,North,1/05/2014,Hourly,Voluntary,<30,11,0.37,1
1/05/2018,7268,M,23,Group D,PT, ,Yes,Midwest,30/05/2014,Hourly, ,<30,0,0,0
