Date,EmpID,Gender,Age,EthnicGroup,FP,TermDate,isNewHire,BU Region,HireDate,PayType,TermReason,AgeGroup,TenureDays,TenureMonths,BadHires
1/04/2016,1924,M,24,Group G,PT, , ,North,5/01/2012,Hourly, ,<30,87,2.9,0
1/04/2016,1950,M,37,Group A,PT, , ,North,27/08/2008,Hourly, ,30-49,1313,43.77,0
1/04/2016,5052,F,21,Group C,PT, , ,South,2/06/2011,Hourly, ,<30,304,10.13,0
1/04/2016,5202,M,23,Group E,PT, , ,North,12/08/2010,Hourly, ,<30,598,19.93,0
1/04/2016,5242,F,24,Group D,PT, ,Yes,North,26/04/2012,Hourly, ,<30,0,0,0
1/04/2016,9460,M,19,Group D,PT, , ,North,27/09/2011,Hourly, ,<30,187,6.23,0
1/04/2016,16664,M,25,Group F,PT, , ,North,25/09/2008,Hourly, ,<30,1284,42.8,0
1/04/2016,16730,F,75,Group E,FT, , ,North,24/05/2011,Hourly, ,50+,313,10.43,0
1/04/2016,17146,F,22,Group D,PT, , ,West,16/11/2010,Hourly, ,<30,502,16.73,0
1/04/2016,17362,F,27,Group B,FT, , ,East,20/12/2011,Hourly, ,<30,103,3.43,0
1/04/2016,17854,M,21,Group E,PT, , ,West,15/03/2012,Hourly, ,<30,17,0.57,0
1/04/2016,18230,M,46,Group A,PT, , ,North,24/10/2007,Hourly, ,30-49,1621,54.03,0
1/04/2016,19600,F,22,Group A,FT, , ,Northwest,27/04/2011,Hourly, ,<30,340,11.33,0
1/04/2016,20706,M,43,Group F,PT, , ,South,21/07/2011,Hourly, ,30-49,255,8.5,0
1/04/2016,21208,M,28,Group A,FT, , ,Northwest,13/07/2000,Hourly, ,<30,4280,142.67,0
1/04/2016,21544,F,25,Group B,PT, , ,Northwest,2/09/2010,Hourly, ,<30,577,19.23,0
1/04/2016,22578,F,67,Group C,FT, , ,Northwest,5/05/2011,Hourly, ,50+,332,11.07,0
1/04/2016,23112,F,19,Group G,PT, , ,North,22/02/2012,Hourly, ,<30,39,1.3,0
1/04/2016,26228,M,54,Group D,PT, , ,North,17/09/2008,Hourly, ,50+,1292,43.07,0
1/04/2016,26954,M,86,Group B,PT, , ,West,27/08/2009,Hourly, ,50+,948,31.6,0
1/04/2016,27450,F,20,Group G,PT, , ,North,10/11/2011,Hourly, ,<30,143,4.77,0
1/04/2016,29062,M,42,Group G,FT, , ,Midwest,26/05/2009,Hourly, ,30-49,1041,34.7,0
1/04/2016,29632,M,27,Group F,PT, , ,Central,1/04/2010,Hourly, ,<30,731,24.37,0
1/04/2016,30248,F,38,Group C,FT, , ,Northwest,14/11/2006,Hourly, ,30-49,1965,65.5,0
1/04/2016,30934,M,52,Group B,PT, , ,Northwest,3/11/2011,Hourly, ,50+,150,5,0
1/04/2016,31918,M,47,Group F,PT, , ,Midwest,24/03/2012,Hourly, ,30-49,8,0.27,0
1/04/2016,33066,F,29,Group E,PT, , ,South,13/04/2011,Hourly, ,<30,354,11.8,0
1/04/2016,33124,M,26,Group F,PT, , ,North,14/08/2007,Hourly, ,<30,1692,56.4,0
1/04/2016,33240,F,29,Group E,FT, , ,Midwest,26/06/2002,Salary, ,<30,3567,118.9,0
1/04/2016,33258,M,34,Group D,FT, , ,West,4/04/2008,Salary, ,30-49,1458,48.6,0
1/04/2016,33262,F,47,Group E,FT, , ,Northwest,19/03/2008,Salary, ,30-49,1474,49.13,0
1/04/2016,33278,F,31,Group E,FT, , ,Midwest,29/09/2011,Salary, ,30-49,185,6.17,0
