Date,EmpID,Gender,Age,EthnicGroup,FP,TermDate,isNewHire,BU Region,HireDate,PayType,TermReason,AgeGroup,TenureDays,TenureMonths,BadHires
1/12/2018,1568,M,20,Group F,PT,1/12/2014, ,North,21/08/2014,Hourly,Voluntary,<30,102,3.4,0
1/12/2018,1960,M,18,Group G,PT,2/12/2014, ,North,15/11/2014,Hourly,Voluntary,<30,17,0.57,1
1/12/2018,9218,M,19,Group E,PT,4/12/2014, ,North,13/11/2014,Hourly,Voluntary,<30,21,0.7,1
1/12/2018,13178,F,22,Group E,PT,5/12/2014, ,Central,12/11/2014,Hourly,Involuntary,<30,23,0.77,1
1/12/2018,13474,M,19,Group D,PT,5/12/2014, ,West,16/09/2014,Hourly,Involuntary,<30,80,2.67,0
1/12/2018,21870,F,21,Group C,PT,2/12/2014, ,North,13/09/2013,Hourly,Involuntary,<30,445,14.83,0
1/12/2018,22208,F,48,Group A,FT,2/12/2014, ,Central,17/10/2014,Salary,Voluntary,30-49,46,1.53,1
1/12/2018,40390,F,56,Group G,PT, , ,North,20/06/2014,Hourly, ,50+,164,5.47,0
1/12/2018,40404,F,19,Group A,PT, , ,North,26/06/2014,Hourly, ,<30,158,5.27,0
1/12/2018,40406,M,49,Group B,FT, , ,North,9/04/2005,Hourly, ,30-49,3523,117.43,0
1/12/2018,40416,F,20,Group C,FT, , ,North,21/05/2013,Hourly, ,<30,559,18.63,0
1/12/2018,40418,M,21,Group D,PT, , ,North,8/07/2014,Hourly, ,<30,146,4.87,0
1/12/2018,40428,M,29,Group D,PT, , ,North,27/08/2014,Hourly, ,<30,96,3.2,0
1/12/2018,40434,M,56,Group E,FT, , ,North,16/08/2012,Hourly, ,50+,837,27.9,0
1/12/2018,40440,F,20,Group G,PT, , ,North,1/10/2014,Hourly, ,<30,61,2.03,0
1/12/2018,40442,M,19,Group G,PT, , ,North,5/03/2014,Hourly, ,<30,271,9.03,0
1/12/2018,40452,M,47,Group A,PT, , ,North,16/10/2013,Hourly, ,30-49,411,13.7,0
1/12/2018,40456,M,58,Group E,PT, , ,North,10/06/2014,Hourly, ,50+,174,5.8,0
1/12/2018,40458,F,24,Group B,PT, , ,North,18/07/2014,Hourly, ,<30,136,4.53,0
1/12/2018,40462,F,20,Group A,PT, , ,North,19/09/2013,Hourly, ,<30,438,14.6,0
1/12/2018,40466,F,19,Group B,PT, , ,North,6/06/2014,Hourly, ,<30,178,5.93,0
1/12/2018,40472,F,57,Group E,FT, , ,North,18/05/2005,Hourly, ,50+,3484,116.13,0
1/12/2018,40478,M,22,Group C,PT, , ,North,22/06/2011,Hourly, ,<30,1258,41.93,0
1/12/2018,40480,F,21,Group F,PT, , ,North,12/09/2014,Hourly, ,<30,80,2.67,0
1/12/2018,40484,M,21,Group F,PT, , ,North,13/12/2011,Hourly, ,<30,1084,36.13,0
1/12/2018,40486,M,28,Group A,PT, , ,North,2/11/2011,Hourly, ,<30,1125,37.5,0
