Date,EmpID,Gender,Age,EthnicGroup,FP,TermDate,isNewHire,BU Region,HireDate,PayType,TermReason,AgeGroup,TenureDays,TenureMonths,BadHires
1/12/2017,196,F,18,Group B,PT,9/12/2013, ,North,28/11/2013,Hourly,Voluntary,<30,11,0.37,1
1/12/2017,1780,F,21,Group F,PT, , ,North,15/11/2013,Hourly, ,<30,16,0.53,0
1/12/2017,1842,F,24,Group E,PT, , ,North,21/08/2013,Hourly, ,<30,102,3.4,0
1/12/2017,1920,F,20,Group A,PT,22/12/2013, ,North,23/10/2013,Hourly,Voluntary,<30,60,2,1
1/12/2017,1924,M,25,Group G,PT,21/12/2013, ,North,5/01/2012,Hourly,Voluntary,<30,716,23.87,0
1/12/2017,1936,F,19,Group E,PT, , ,North,12/09/2013,Hourly, ,<30,80,2.67,0
1/12/2017,1950,M,38,Group A,PT, , ,North,27/08/2008,Hourly, ,30-49,1922,64.07,0
1/12/2017,1958,M,21,Group B,PT, , ,North,21/08/2013,Hourly, ,<30,102,3.4,0
1/12/2017,1966,M,35,Group A,PT, , ,North,8/09/2012,Hourly, ,30-49,449,14.97,0
1/12/2017,1972,M,20,Group F,PT, , ,North,26/09/2013,Hourly, ,<30,66,2.2,0
1/12/2017,1976,M,42,Group A,PT, , ,North,20/09/2013,Hourly, ,30-49,72,2.4,0
1/12/2017,1988,F,19,Group A,PT, , ,Midwest,24/08/2013,Hourly, ,<30,99,3.3,0
1/12/2017,2056,M,19,Group D,PT, , ,Midwest,14/06/2013,Hourly, ,<30,170,5.67,0
1/12/2017,2058,M,24,Group F,PT, , ,Midwest,8/08/2013,Hourly, ,<30,115,3.83,0
1/12/2017,2090,M,25,Group G,PT, , ,Midwest,21/06/2013,Hourly, ,<30,163,5.43,0
1/12/2017,2202,F,22,Group C,PT, , ,Midwest,31/10/2013,Hourly, ,<30,31,1.03,0
1/12/2017,3954,M,41,Group B,PT, , ,South,19/09/2013,Hourly, ,30-49,73,2.43,0
1/12/2017,4076,F,26,Group B,PT, , ,South,15/08/2013,Hourly, ,<30,108,3.6,0
1/12/2017,4138,M,25,Group E,PT, , ,South,13/07/2012,Hourly, ,<30,506,16.87,0
1/12/2017,4154,M,40,Group D,PT, , ,South,7/08/2013,Hourly, ,30-49,116,3.87,0
1/12/2017,4340,F,24,Group B,PT, , ,South,1/11/2012,Hourly, ,<30,395,13.17,0
1/12/2017,4600,F,41,Group D,PT,31/12/2013,Yes,South,28/12/2013,Hourly,Voluntary,30-49,3,0.1,1
1/12/2017,5052,F,22,Group C,PT, , ,South,2/06/2011,Hourly, ,<30,913,30.43,0
1/12/2017,5202,M,24,Group E,PT, , ,North,12/08/2010,Hourly, ,<30,1207,40.23,0
1/12/2017,5216,F,19,Group A,PT, , ,North,30/10/2013,Hourly, ,<30,32,1.07,0
1/12/2017,5238,M,18,Group D,PT, , ,North,5/06/2013,Hourly, ,<30,179,5.97,0
1/12/2017,5268,M,19,Group A,PT, , ,North,16/08/2013,Hourly, ,<30,107,3.57,0
1/12/2017,7104,F,24,Group E,PT, , ,North,20/03/2013,Hourly, ,<30,256,8.53,0
1/12/2017,7324,M,24,Group B,PT,20/12/2013, ,Midwest,28/11/2013,Hourly,Voluntary,<30,22,0.73,1
1/12/2017,7754,F,25,Group G,PT,7/12/2013, ,Midwest,30/11/2013,Hourly,Voluntary,<30,7,0.23,1
1/12/2017,7972,M,22,Group G,PT,8/12/2013, ,Midwest,28/11/2013,Hourly,Involuntary,<30,10,0.33,1
1/12/2017,8432,M,21,Group G,PT,31/12/2013, ,Midwest,28/11/2013,Hourly,Voluntary,<30,33,1.1,1
1/12/2017,8506,F,20,Group C,PT, , ,Midwest,12/09/2012,Hourly, ,<30,445,14.83,0
1/12/2017,9000,M,21,Group B,PT,21/12/2013, ,North,28/11/2013,Hourly,Voluntary,<30,23,0.77,1
1/12/2017,9102,F,25,Group B,PT,13/12/2013, ,North,28/11/2013,Hourly,Involuntary,<30,15,0.5,1
1/12/2017,9108,F,21,Group B,PT, , ,North,14/11/2013,Hourly, ,<30,17,0.57,0
1/12/2017,9222,F,19,Group A,PT, , ,North,14/11/2013,Hourly, ,<30,17,0.57,0
1/12/2017,9296,M,21,Group E,PT,12/12/2013, ,North,27/11/2013,Hourly,Voluntary,<30,15,0.5,1
1/12/2017,9352,M,18,Group E,PT,30/12/2013, ,North,29/11/2013,Hourly,Voluntary,<30,31,1.03,1
1/12/2017,9460,M,20,Group D,PT, , ,North,27/09/2011,Hourly, ,<30,796,26.53,0
1/12/2017,9492,M,33,Group E,PT, , ,North,8/08/2013,Hourly, ,30-49,115,3.83,0
1/12/2017,9500,M,55,Group G,PT, , ,North,13/09/2013,Hourly, ,50+,79,2.63,0
1/12/2017,9502,M,53,Group F,PT, , ,North,20/08/2013,Hourly, ,50+,103,3.43,0
1/12/2017,9962,M,33,Group B,PT,19/12/2013, ,North,26/10/2013,Hourly,Voluntary,30-49,54,1.8,1
1/12/2017,10522,M,22,Group E,PT, , ,South,7/08/2013,Hourly, ,<30,116,3.87,0
1/12/2017,10742,F,24,Group G,PT, , ,South,20/06/2012,Hourly, ,<30,529,17.63,0
1/12/2017,10786,M,25,Group B,PT, , ,South,16/10/2013,Hourly, ,<30,46,1.53,0
1/12/2017,10854,F,19,Group G,PT, , ,South,31/10/2013,Hourly, ,<30,31,1.03,0
1/12/2017,10970,F,21,Group E,PT, , ,South,8/08/2013,Hourly, ,<30,115,3.83,0
