Date,EmpID,Gender,Age,EthnicGroup,FP,TermDate,isNewHire,BU Region,HireDate,PayType,TermReason,AgeGroup,TenureDays,TenureMonths,BadHires
1/01/2017,1924,M,25,Group G,PT, , ,North,5/01/2012,Hourly, ,<30,362,12.07,0
1/01/2017,1950,M,38,Group A,PT, , ,North,27/08/2008,Hourly, ,30-49,1588,52.93,0
1/01/2017,1966,M,35,Group A,PT, , ,North,8/09/2012,Hourly, ,30-49,115,3.83,0
1/01/2017,4138,M,25,Group E,PT, , ,South,13/07/2012,Hourly, ,<30,172,5.73,0
1/01/2017,4340,F,24,Group B,PT, , ,South,1/11/2012,Hourly, ,<30,61,2.03,0
1/01/2017,5052,F,22,Group C,PT, , ,South,2/06/2011,Hourly, ,<30,579,19.3,0
1/01/2017,5202,M,24,Group E,PT, , ,North,12/08/2010,Hourly, ,<30,873,29.1,0
1/01/2017,8506,F,20,Group C,PT, , ,Midwest,12/09/2012,Hourly, ,<30,111,3.7,0
1/01/2017,9460,M,20,Group D,PT, , ,North,27/09/2011,Hourly, ,<30,462,15.4,0
1/01/2017,10742,F,24,Group G,PT, , ,South,20/06/2012,Hourly, ,<30,195,6.5,0
1/01/2017,16664,M,26,Group F,PT, , ,North,25/09/2008,Hourly, ,<30,1559,51.97,0
1/01/2017,16678,M,56,Group A,FT, , ,Northwest,7/06/2012,Hourly, ,50+,208,6.93,0
1/01/2017,16730,F,76,Group E,FT, , ,North,24/05/2011,Hourly, ,50+,588,19.6,0
1/01/2017,17146,F,23,Group D,PT, , ,West,16/11/2010,Hourly, ,<30,777,25.9,0
1/01/2017,17362,F,28,Group B,FT, , ,East,20/12/2011,Hourly, ,<30,378,12.6,0
1/01/2017,17854,M,22,Group E,PT, , ,West,15/03/2012,Hourly, ,<30,292,9.73,0
1/01/2017,17998,M,46,Group C,PT, , ,Northwest,2/09/2012,Hourly, ,30-49,121,4.03,0
1/01/2017,18230,M,47,Group A,PT, , ,North,24/10/2007,Hourly, ,30-49,1896,63.2,0
1/01/2017,18926,F,22,Group A,PT, , ,West,30/11/2012,Hourly, ,<30,32,1.07,0
1/01/2017,19130,F,43,Group F,PT, , ,North,14/09/2012,Hourly, ,30-49,109,3.63,0
1/01/2017,19600,F,23,Group A,FT, , ,Northwest,27/04/2011,Hourly, ,<30,615,20.5,0
1/01/2017,20706,M,44,Group F,PT, , ,South,21/07/2011,Hourly, ,30-49,530,17.67,0
1/01/2017,21208,M,29,Group A,FT, , ,Northwest,13/07/2000,Hourly, ,<30,4555,151.83,0
