Date,EmpID,Gender,Age,EthnicGroup,FP,TermDate,isNewHire,BU Region,HireDate,PayType,TermReason,AgeGroup,TenureDays,TenureMonths,BadHires
1/09/2015,1950,M,36,Group A,PT, , ,North,27/08/2008,Hourly, ,30-49,1100,36.67,0
1/09/2015,5052,F,20,Group C,PT, , ,South,2/06/2011,Hourly, ,<30,91,3.03,0
1/09/2015,5202,M,22,Group E,PT, , ,North,12/08/2010,Hourly, ,<30,385,12.83,0
1/09/2015,16664,M,24,Group F,PT, , ,North,25/09/2008,Hourly, ,<30,1071,35.7,0
1/09/2015,16730,F,74,Group E,FT, , ,North,24/05/2011,Hourly, ,50+,100,3.33,0
1/09/2015,17146,F,21,Group D,PT, , ,West,16/11/2010,Hourly, ,<30,289,9.63,0
1/09/2015,18230,M,45,Group A,PT, , ,North,24/10/2007,Hourly, ,30-49,1408,46.93,0
1/09/2015,19600,F,21,Group A,FT, , ,Northwest,27/04/2011,Hourly, ,<30,127,4.23,0
1/09/2015,20706,M,42,Group F,PT, , ,South,21/07/2011,Hourly, ,30-49,42,1.4,0
1/09/2015,21208,M,27,Group A,FT, , ,Northwest,13/07/2000,Hourly, ,<30,4067,135.57,0
1/09/2015,21544,F,24,Group B,PT, , ,Northwest,2/09/2010,Hourly, ,<30,364,12.13,0
1/09/2015,22578,F,66,Group C,FT, , ,Northwest,5/05/2011,Hourly, ,50+,119,3.97,0
1/09/2015,26228,M,53,Group D,PT, , ,North,17/09/2008,Hourly, ,50+,1079,35.97,0
1/09/2015,26954,M,85,Group B,PT, , ,West,27/08/2009,Hourly, ,50+,735,24.5,0
1/09/2015,29062,M,41,Group G,FT, , ,Midwest,26/05/2009,Hourly, ,30-49,828,27.6,0
1/09/2015,29632,M,26,Group F,PT, , ,Central,1/04/2010,Hourly, ,<30,518,17.27,0
1/09/2015,30248,F,37,Group C,FT, , ,Northwest,14/11/2006,Hourly, ,30-49,1752,58.4,0
