Date,EmpID,Gender,Age,EthnicGroup,FP,TermDate,isNewHire,BU Region,HireDate,PayType,TermReason,AgeGroup,TenureDays,TenureMonths,BadHires
1/02/2018,702,F,21,Group C,PT,19/02/2014,Yes,North,1/02/2014,Hourly,Voluntary,<30,18,0.6,1
1/02/2018,1294,F,20,Group E,PT,19/02/2014, ,North,30/01/2014,Hourly,Voluntary,<30,20,0.67,1
1/02/2018,1544,M,23,Group A,PT, ,Yes,North,4/02/2014,Hourly, ,<30,0,0,0
1/02/2018,1686,M,25,Group A,PT, ,Yes,North,22/02/2014,Hourly, ,<30,0,0,0
1/02/2018,1780,F,22,Group F,PT, , ,North,15/11/2013,Hourly, ,<30,78,2.6,0
1/02/2018,1842,F,25,Group E,PT, , ,North,21/08/2013,Hourly, ,<30,164,5.47,0
1/02/2018,1936,F,20,Group E,PT, , ,North,12/09/2013,Hourly, ,<30,142,4.73,0
1/02/2018,1950,M,39,Group A,PT, , ,North,27/08/2008,Hourly, ,30-49,1984,66.13,0
1/02/2018,1958,M,22,Group B,PT, , ,North,21/08/2013,Hourly, ,<30,164,5.47,0
1/02/2018,1966,M,36,Group A,PT, , ,North,8/09/2012,Hourly, ,30-49,511,17.03,0
1/02/2018,1972,M,21,Group F,PT, , ,North,26/09/2013,Hourly, ,<30,128,4.27,0
1/02/2018,1976,M,43,Group A,PT, , ,North,20/09/2013,Hourly, ,30-49,134,4.47,0
1/02/2018,1988,F,20,Group A,PT, , ,Midwest,24/08/2013,Hourly, ,<30,161,5.37,0
1/02/2018,2056,M,20,Group D,PT, , ,Midwest,14/06/2013,Hourly, ,<30,232,7.73,0
1/02/2018,2058,M,25,Group F,PT, , ,Midwest,8/08/2013,Hourly, ,<30,177,5.9,0
1/02/2018,2106,M,23,Group E,PT, , ,Midwest,24/01/2014,Hourly, ,<30,8,0.27,0
1/02/2018,2202,F,23,Group C,PT, , ,Midwest,31/10/2013,Hourly, ,<30,93,3.1,0
1/02/2018,3386,F,22,Group G,PT,27/02/2014, ,Midwest,31/01/2014,Hourly,Voluntary,<30,27,0.9,1
1/02/2018,3842,F,19,Group G,PT,1/02/2014, ,South,20/09/2013,Hourly,Voluntary,<30,134,4.47,0
1/02/2018,3930,F,22,Group B,PT,5/02/2014, ,South,31/01/2014,Hourly,Voluntary,<30,5,0.17,1
