Date,EmpID,Gender,Age,EthnicGroup,FP,TermDate,isNewHire,BU Region,HireDate,PayType,TermReason,AgeGroup,TenureDays,TenureMonths,BadHires
1/01/2016,1924,M,24,Group G,PT, ,Yes,North,5/01/2012,Hourly, ,<30,0,0,0
1/01/2016,1950,M,37,Group A,PT, , ,North,27/08/2008,Hourly, ,30-49,1222,40.73,0
1/01/2016,5052,F,21,Group C,PT, , ,South,2/06/2011,Hourly, ,<30,213,7.1,0
1/01/2016,5202,M,23,Group E,PT, , ,North,12/08/2010,Hourly, ,<30,507,16.9,0
1/01/2016,9460,M,19,Group D,PT, , ,North,27/09/2011,Hourly, ,<30,96,3.2,0
1/01/2016,16664,M,25,Group F,PT, , ,North,25/09/2008,Hourly, ,<30,1193,39.77,0
1/01/2016,16730,F,75,Group E,FT, , ,North,24/05/2011,Hourly, ,50+,222,7.4,0
1/01/2016,17146,F,22,Group D,PT, , ,West,16/11/2010,Hourly, ,<30,411,13.7,0
1/01/2016,17362,F,27,Group B,FT, , ,East,20/12/2011,Hourly, ,<30,12,0.4,0
1/01/2016,18230,M,46,Group A,PT, , ,North,24/10/2007,Hourly, ,30-49,1530,51,0
1/01/2016,19600,F,22,Group A,FT, , ,Northwest,27/04/2011,Hourly, ,<30,249,8.3,0
1/01/2016,20706,M,43,Group F,PT, , ,South,21/07/2011,Hourly, ,30-49,164,5.47,0
1/01/2016,21208,M,28,Group A,FT, , ,Northwest,13/07/2000,Hourly, ,<30,4189,139.63,0
1/01/2016,21544,F,25,Group B,PT, , ,Northwest,2/09/2010,Hourly, ,<30,486,16.2,0
1/01/2016,22578,F,67,Group C,FT, , ,Northwest,5/05/2011,Hourly, ,50+,241,8.03,0
1/01/2016,26228,M,54,Group D,PT, , ,North,17/09/2008,Hourly, ,50+,1201,40.03,0
1/01/2016,26954,M,86,Group B,PT, , ,West,27/08/2009,Hourly, ,50+,857,28.57,0
1/01/2016,27450,F,20,Group G,PT, , ,North,10/11/2011,Hourly, ,<30,52,1.73,0
1/01/2016,29062,M,42,Group G,FT, , ,Midwest,26/05/2009,Hourly, ,30-49,950,31.67,0
1/01/2016,29632,M,27,Group F,PT, , ,Central,1/04/2010,Hourly, ,<30,640,21.33,0
1/01/2016,30248,F,38,Group C,FT, , ,Northwest,14/11/2006,Hourly, ,30-49,1874,62.47,0
1/01/2016,30934,M,52,Group B,PT, , ,Northwest,3/11/2011,Hourly, ,50+,59,1.97,0
1/01/2016,33066,F,29,Group E,PT, , ,South,13/04/2011,Hourly, ,<30,263,8.77,0
1/01/2016,33124,M,26,Group F,PT, , ,North,14/08/2007,Hourly, ,<30,1601,53.37,0
1/01/2016,33240,F,29,Group E,FT, , ,Midwest,26/06/2002,Salary, ,<30,3476,115.87,0
1/01/2016,33258,M,34,Group D,FT, , ,West,4/04/2008,Salary, ,30-49,1367,45.57,0
1/01/2016,33262,F,47,Group E,FT, , ,Northwest,19/03/2008,Salary, ,30-49,1383,46.1,0
1/01/2016,33278,F,31,Group E,FT, , ,Midwest,29/09/2011,Salary, ,30-49,94,3.13,0
1/01/2016,33288,F,45,Group G,FT, , ,East,16/07/2008,Salary, ,30-49,1264,42.13,0
1/01/2016,33296,F,32,Group G,FT, , ,East,27/08/2008,Salary, ,30-49,1222,40.73,0
1/01/2016,33312,F,50,Group C,FT, , ,East,4/10/2011,Salary, ,50+,89,2.97,0
1/01/2016,33812,M,26,Group B,PT, ,Yes,Midwest,13/01/2012,Hourly, ,<30,0,0,0
1/01/2016,40406,M,47,Group B,FT, , ,North,9/04/2005,Hourly, ,30-49,2458,81.93,0
1/01/2016,40436,F,23,Group C,PT, , ,North,21/06/2007,Hourly, ,<30,1655,55.17,0
1/01/2016,40472,F,55,Group E,FT, , ,North,18/05/2005,Hourly, ,50+,2419,80.63,0
1/01/2016,40478,M,20,Group C,PT, , ,North,22/06/2011,Hourly, ,<30,193,6.43,0
1/01/2016,40484,M,19,Group F,PT, , ,North,13/12/2011,Hourly, ,<30,19,0.63,0
