Date,EmpID,Gender,Age,EthnicGroup,FP,TermDate,isNewHire,BU Region,HireDate,PayType,TermReason,AgeGroup,TenureDays,TenureMonths,BadHires
1/10/2015,1950,M,36,Group A,PT, , ,North,27/08/2008,Hourly, ,30-49,1130,37.67,0
1/10/2015,5052,F,20,Group C,PT, , ,South,2/06/2011,Hourly, ,<30,121,4.03,0
1/10/2015,5202,M,22,Group E,PT, , ,North,12/08/2010,Hourly, ,<30,415,13.83,0
1/10/2015,16664,M,24,Group F,PT, , ,North,25/09/2008,Hourly, ,<30,1101,36.7,0
1/10/2015,16730,F,74,Group E,FT, , ,North,24/05/2011,Hourly, ,50+,130,4.33,0
1/10/2015,17146,F,21,Group D,PT, , ,West,16/11/2010,Hourly, ,<30,319,10.63,0
1/10/2015,18230,M,45,Group A,PT, , ,North,24/10/2007,Hourly, ,30-49,1438,47.93,0
1/10/2015,19600,F,21,Group A,FT, , ,Northwest,27/04/2011,Hourly, ,<30,157,5.23,0
1/10/2015,20706,M,42,Group F,PT, , ,South,21/07/2011,Hourly, ,30-49,72,2.4,0
1/10/2015,21208,M,27,Group A,FT, , ,Northwest,13/07/2000,Hourly, ,<30,4097,136.57,0
1/10/2015,21544,F,24,Group B,PT, , ,Northwest,2/09/2010,Hourly, ,<30,394,13.13,0
1/10/2015,22578,F,66,Group C,FT, , ,Northwest,5/05/2011,Hourly, ,50+,149,4.97,0
1/10/2015,26228,M,53,Group D,PT, , ,North,17/09/2008,Hourly, ,50+,1109,36.97,0
1/10/2015,26954,M,85,Group B,PT, , ,West,27/08/2009,Hourly, ,50+,765,25.5,0
1/10/2015,29062,M,41,Group G,FT, , ,Midwest,26/05/2009,Hourly, ,30-49,858,28.6,0
1/10/2015,29632,M,26,Group F,PT, , ,Central,1/04/2010,Hourly, ,<30,548,18.27,0
1/10/2015,30248,F,37,Group C,FT, , ,Northwest,14/11/2006,Hourly, ,30-49,1782,59.4,0
1/10/2015,33066,F,28,Group E,PT, , ,South,13/04/2011,Hourly, ,<30,171,5.7,0
1/10/2015,33124,M,25,Group F,PT, , ,North,14/08/2007,Hourly, ,<30,1509,50.3,0
1/10/2015,33240,F,28,Group E,FT, , ,Midwest,26/06/2002,Salary, ,<30,3384,112.8,0
1/10/2015,33258,M,33,Group D,FT, , ,West,4/04/2008,Salary, ,30-49,1275,42.5,0
1/10/2015,33262,F,46,Group E,FT, , ,Northwest,19/03/2008,Salary, ,30-49,1291,43.03,0
1/10/2015,33278,F,30,Group E,FT, , ,Midwest,29/09/2011,Salary, ,30-49,2,0.07,0
1/10/2015,33288,F,44,Group G,FT, , ,East,16/07/2008,Salary, ,30-49,1172,39.07,0
1/10/2015,33296,F,31,Group G,FT, , ,East,27/08/2008,Salary, ,30-49,1130,37.67,0
1/10/2015,33312,F,49,Group C,FT, ,Yes,East,4/10/2011,Salary, ,30-49,0,0,0
1/10/2015,40406,M,46,Group B,FT, , ,North,9/04/2005,Hourly, ,30-49,2366,78.87,0
1/10/2015,40436,F,22,Group C,PT, , ,North,21/06/2007,Hourly, ,<30,1563,52.1,0
1/10/2015,40472,F,54,Group E,FT, , ,North,18/05/2005,Hourly, ,50+,2327,77.57,0
1/10/2015,40478,M,19,Group C,PT, , ,North,22/06/2011,Hourly, ,<30,101,3.37,0
1/10/2015,40488,M,34,Group D,FT, , ,North,23/05/2011,Hourly, ,30-49,131,4.37,0
1/10/2015,40542,M,44,Group D,PT, , ,North,21/06/2005,Hourly, ,30-49,2293,76.43,0
1/10/2015,40548,F,28,Group E,FT, , ,North,2/05/2007,Hourly, ,<30,1613,53.77,0
1/10/2015,40554,M,65,Group C,PT, , ,North,23/02/2007,Hourly, ,50+,1681,56.03,0
1/10/2015,40754,F,21,Group D,PT, , ,North,7/08/2008,Hourly, ,<30,1150,38.33,0
1/10/2015,41050,M,26,Group F,PT, , ,Midwest,29/12/2007,Hourly, ,<30,1372,45.73,0
1/10/2015,41058,F,21,Group C,PT, ,Yes,Midwest,26/10/2011,Hourly, ,<30,0,0,0
1/10/2015,41082,F,20,Group F,PT, , ,Midwest,18/02/2010,Hourly, ,<30,590,19.67,0
1/10/2015,41332,M,23,Group G,FT, , ,Midwest,20/10/2009,Hourly, ,<30,711,23.7,0
1/10/2015,41344,M,63,Group F,PT, , ,Midwest,30/08/2005,Hourly, ,50+,2223,74.1,0
1/10/2015,41510,M,22,Group A,PT, ,Yes,South,26/10/2011,Hourly, ,<30,0,0,0
1/10/2015,42236,M,62,Group G,FT, , ,South,15/06/2011,Hourly, ,50+,108,3.6,0
1/10/2015,42684,M,22,Group A,FT, , ,South,14/02/2006,Hourly, ,<30,2055,68.5,0
1/10/2015,42708,M,59,Group E,PT, ,Yes,South,27/10/2011,Hourly, ,50+,0,0,0
1/10/2015,42892,M,56,Group G,FT, , ,South,19/06/2007,Hourly, ,50+,1565,52.17,0
1/10/2015,42924,F,21,Group E,PT, , ,South,23/06/2011,Hourly, ,<30,100,3.33,0
1/10/2015,43356,F,20,Group B,FT, , ,South,2/09/2009,Hourly, ,<30,759,25.3,0
1/10/2015,43430,F,46,Group A,FT, , ,North,16/09/2011,Hourly, ,30-49,15,0.5,0
1/10/2015,43432,F,33,Group C,FT, , ,North,10/03/2011,Hourly, ,30-49,205,6.83,0
1/10/2015,43440,F,23,Group G,FT, , ,North,31/05/2007,Hourly, ,<30,1584,52.8,0
1/10/2015,43526,M,55,Group C,FT, , ,North,26/04/2008,Hourly, ,50+,1253,41.77,0
1/10/2015,43538,M,23,Group C,PT, , ,North,12/06/2008,Hourly, ,<30,1206,40.2,0
1/10/2015,43606,F,21,Group B,PT, , ,North,31/08/2011,Hourly, ,<30,31,1.03,0
1/10/2015,43610,M,22,Group C,PT, , ,North,20/03/2007,Hourly, ,<30,1656,55.2,0
1/10/2015,43612,M,52,Group G,PT, , ,North,27/02/2007,Hourly, ,50+,1677,55.9,0
1/10/2015,43672,F,20,Group D,FT, , ,North,3/11/2006,Hourly, ,<30,1793,59.77,0
1/10/2015,43678,M,57,Group A,FT, , ,North,9/04/2007,Hourly, ,50+,1636,54.53,0
