Date,EmpID,Gender,Age,EthnicGroup,FP,TermDate,isNewHire,BU Region,HireDate,PayType,TermReason,AgeGroup,TenureDays,TenureMonths,BadHires
1/11/2015,1950,M,36,Group A,PT, , ,North,27/08/2008,Hourly, ,30-49,1161,38.7,0
1/11/2015,5052,F,20,Group C,PT, , ,South,2/06/2011,Hourly, ,<30,152,5.07,0
1/11/2015,5202,M,22,Group E,PT, , ,North,12/08/2010,Hourly, ,<30,446,14.87,0
1/11/2015,16664,M,24,Group F,PT, , ,North,25/09/2008,Hourly, ,<30,1132,37.73,0
1/11/2015,16730,F,74,Group E,FT, , ,North,24/05/2011,Hourly, ,50+,161,5.37,0
1/11/2015,17146,F,21,Group D,PT, , ,West,16/11/2010,Hourly, ,<30,350,11.67,0
1/11/2015,18230,M,45,Group A,PT, , ,North,24/10/2007,Hourly, ,30-49,1469,48.97,0
1/11/2015,19600,F,21,Group A,FT, , ,Northwest,27/04/2011,Hourly, ,<30,188,6.27,0
1/11/2015,20706,M,42,Group F,PT, , ,South,21/07/2011,Hourly, ,30-49,103,3.43,0
1/11/2015,21208,M,27,Group A,FT, , ,Northwest,13/07/2000,Hourly, ,<30,4128,137.6,0
1/11/2015,21544,F,24,Group B,PT, , ,Northwest,2/09/2010,Hourly, ,<30,425,14.17,0
1/11/2015,22578,F,66,Group C,FT, , ,Northwest,5/05/2011,Hourly, ,50+,180,6,0
1/11/2015,26228,M,53,Group D,PT, , ,North,17/09/2008,Hourly, ,50+,1140,38,0
1/11/2015,26954,M,85,Group B,PT, , ,West,27/08/2009,Hourly, ,50+,796,26.53,0
1/11/2015,27450,F,19,Group G,PT, ,Yes,North,10/11/2011,Hourly, ,<30,0,0,0
1/11/2015,29062,M,41,Group G,FT, , ,Midwest,26/05/2009,Hourly, ,30-49,889,29.63,0
1/11/2015,29632,M,26,Group F,PT, , ,Central,1/04/2010,Hourly, ,<30,579,19.3,0
1/11/2015,30248,F,37,Group C,FT, , ,Northwest,14/11/2006,Hourly, ,30-49,1813,60.43,0
1/11/2015,30934,M,51,Group B,PT, ,Yes,Northwest,3/11/2011,Hourly, ,50+,0,0,0
1/11/2015,33066,F,28,Group E,PT, , ,South,13/04/2011,Hourly, ,<30,202,6.73,0
1/11/2015,33124,M,25,Group F,PT, , ,North,14/08/2007,Hourly, ,<30,1540,51.33,0
1/11/2015,33240,F,28,Group E,FT, , ,Midwest,26/06/2002,Salary, ,<30,3415,113.83,0
1/11/2015,33258,M,33,Group D,FT, , ,West,4/04/2008,Salary, ,30-49,1306,43.53,0
1/11/2015,33262,F,46,Group E,FT, , ,Northwest,19/03/2008,Salary, ,30-49,1322,44.07,0
1/11/2015,33278,F,30,Group E,FT,1/11/2011, ,Midwest,29/09/2011,Salary,Involuntary,30-49,33,1.1,1
1/11/2015,33288,F,44,Group G,FT, , ,East,16/07/2008,Salary, ,30-49,1203,40.1,0
1/11/2015,33296,F,31,Group G,FT, , ,East,27/08/2008,Salary, ,30-49,1161,38.7,0
1/11/2015,33312,F,49,Group C,FT, , ,East,4/10/2011,Salary, ,30-49,28,0.93,0
1/11/2015,40406,M,46,Group B,FT, , ,North,9/04/2005,Hourly, ,30-49,2397,79.9,0
1/11/2015,40436,F,22,Group C,PT, , ,North,21/06/2007,Hourly, ,<30,1594,53.13,0
1/11/2015,40472,F,54,Group E,FT, , ,North,18/05/2005,Hourly, ,50+,2358,78.6,0
1/11/2015,40478,M,19,Group C,PT, , ,North,22/06/2011,Hourly, ,<30,132,4.4,0
1/11/2015,40486,M,25,Group A,PT, ,Yes,North,2/11/2011,Hourly, ,<30,0,0,0
1/11/2015,40488,M,34,Group D,FT, , ,North,23/05/2011,Hourly, ,30-49,162,5.4,0
1/11/2015,40542,M,44,Group D,PT, , ,North,21/06/2005,Hourly, ,30-49,2324,77.47,0
