Date,EmpID,Gender,Age,EthnicGroup,FP,TermDate,isNewHire,BU Region,HireDate,PayType,TermReason,AgeGroup,TenureDays,TenureMonths,BadHires
1/12/2015,1950,M,36,Group A,PT, , ,North,27/08/2008,Hourly, ,30-49,1191,39.7,0
1/12/2015,5052,F,20,Group C,PT, , ,South,2/06/2011,Hourly, ,<30,182,6.07,0
1/12/2015,5202,M,22,Group E,PT, , ,North,12/08/2010,Hourly, ,<30,476,15.87,0
1/12/2015,16664,M,24,Group F,PT, , ,North,25/09/2008,Hourly, ,<30,1162,38.73,0
1/12/2015,16730,F,74,Group E,FT, , ,North,24/05/2011,Hourly, ,50+,191,6.37,0
1/12/2015,17146,F,21,Group D,PT, , ,West,16/11/2010,Hourly, ,<30,380,12.67,0
1/12/2015,17362,F,26,Group B,FT, ,Yes,East,20/12/2011,Hourly, ,<30,0,0,0
1/12/2015,18230,M,45,Group A,PT, , ,North,24/10/2007,Hourly, ,30-49,1499,49.97,0
1/12/2015,19600,F,21,Group A,FT, , ,Northwest,27/04/2011,Hourly, ,<30,218,7.27,0
1/12/2015,20706,M,42,Group F,PT, , ,South,21/07/2011,Hourly, ,30-49,133,4.43,0
1/12/2015,21208,M,27,Group A,FT, , ,Northwest,13/07/2000,Hourly, ,<30,4158,138.6,0
1/12/2015,21544,F,24,Group B,PT, , ,Northwest,2/09/2010,Hourly, ,<30,455,15.17,0
1/12/2015,22578,F,66,Group C,FT, , ,Northwest,5/05/2011,Hourly, ,50+,210,7,0
1/12/2015,26228,M,53,Group D,PT, , ,North,17/09/2008,Hourly, ,50+,1170,39,0
1/12/2015,26954,M,85,Group B,PT, , ,West,27/08/2009,Hourly, ,50+,826,27.53,0
1/12/2015,27450,F,19,Group G,PT, , ,North,10/11/2011,Hourly, ,<30,21,0.7,0
1/12/2015,29062,M,41,Group G,FT, , ,Midwest,26/05/2009,Hourly, ,30-49,919,30.63,0
1/12/2015,29632,M,26,Group F,PT, , ,Central,1/04/2010,Hourly, ,<30,609,20.3,0
1/12/2015,30248,F,37,Group C,FT, , ,Northwest,14/11/2006,Hourly, ,30-49,1843,61.43,0
1/12/2015,30934,M,51,Group B,PT,1/12/2011, ,Northwest,3/11/2011,Hourly,Involuntary,50+,28,0.93,1
1/12/2015,33066,F,28,Group E,PT, , ,South,13/04/2011,Hourly, ,<30,232,7.73,0
1/12/2015,33124,M,25,Group F,PT, , ,North,14/08/2007,Hourly, ,<30,1570,52.33,0
1/12/2015,33240,F,28,Group E,FT, , ,Midwest,26/06/2002,Salary, ,<30,3445,114.83,0
1/12/2015,33258,M,33,Group D,FT, , ,West,4/04/2008,Salary, ,30-49,1336,44.53,0
1/12/2015,33262,F,46,Group E,FT, , ,Northwest,19/03/2008,Salary, ,30-49,1352,45.07,0
1/12/2015,33278,F,30,Group E,FT, , ,Midwest,29/09/2011,Salary, ,30-49,63,2.1,0
1/12/2015,33288,F,44,Group G,FT, , ,East,16/07/2008,Salary, ,30-49,1233,41.1,0
1/12/2015,33296,F,31,Group G,FT, , ,East,27/08/2008,Salary, ,30-49,1191,39.7,0
1/12/2015,33312,F,49,Group C,FT, , ,East,4/10/2011,Salary, ,30-49,58,1.93,0
1/12/2015,40406,M,46,Group B,FT, , ,North,9/04/2005,Hourly, ,30-49,2427,80.9,0
1/12/2015,40436,F,22,Group C,PT, , ,North,21/06/2007,Hourly, ,<30,1624,54.13,0
1/12/2015,40472,F,54,Group E,FT, , ,North,18/05/2005,Hourly, ,50+,2388,79.6,0
1/12/2015,40478,M,19,Group C,PT, , ,North,22/06/2011,Hourly, ,<30,162,5.4,0
1/12/2015,40484,M,18,Group F,PT, ,Yes,North,13/12/2011,Hourly, ,<30,0,0,0
1/12/2015,40486,M,25,Group A,PT, , ,North,2/11/2011,Hourly, ,<30,29,0.97,0
1/12/2015,40488,M,34,Group D,FT, , ,North,23/05/2011,Hourly, ,30-49,192,6.4,0
1/12/2015,40542,M,44,Group D,PT, , ,North,21/06/2005,Hourly, ,30-49,2354,78.47,0
1/12/2015,40548,F,28,Group E,FT, , ,North,2/05/2007,Hourly, ,<30,1674,55.8,0
1/12/2015,40554,M,65,Group C,PT, , ,North,23/02/2007,Hourly, ,50+,1742,58.07,0
1/12/2015,40754,F,21,Group D,PT, , ,North,7/08/2008,Hourly, ,<30,1211,40.37,0
1/12/2015,41050,M,26,Group F,PT, , ,Midwest,29/12/2007,Hourly, ,<30,1433,47.77,0
1/12/2015,41058,F,21,Group C,PT,1/12/2011, ,Midwest,26/10/2011,Hourly,Involuntary,<30,36,1.2,1
1/12/2015,41082,F,20,Group F,PT, , ,Midwest,18/02/2010,Hourly, ,<30,651,21.7,0
1/12/2015,41332,M,23,Group G,FT, , ,Midwest,20/10/2009,Hourly, ,<30,772,25.73,0
1/12/2015,41344,M,63,Group F,PT, , ,Midwest,30/08/2005,Hourly, ,50+,2284,76.13,0
1/12/2015,41510,M,22,Group A,PT, , ,South,26/10/2011,Hourly, ,<30,36,1.2,0
1/12/2015,42236,M,62,Group G,FT, , ,South,15/06/2011,Hourly, ,50+,169,5.63,0
1/12/2015,42684,M,22,Group A,FT, , ,South,14/02/2006,Hourly, ,<30,2116,70.53,0
1/12/2015,42708,M,59,Group E,PT, , ,South,27/10/2011,Hourly, ,50+,35,1.17,0
1/12/2015,42892,M,56,Group G,FT, , ,South,19/06/2007,Hourly, ,50+,1626,54.2,0
1/12/2015,42924,F,21,Group E,PT, , ,South,23/06/2011,Hourly, ,<30,161,5.37,0
1/12/2015,43356,F,20,Group B,FT, , ,South,2/09/2009,Hourly, ,<30,820,27.33,0
1/12/2015,43430,F,46,Group A,FT, , ,North,16/09/2011,Hourly, ,30-49,76,2.53,0
1/12/2015,43432,F,33,Group C,FT, , ,North,10/03/2011,Hourly, ,30-49,266,8.87,0
1/12/2015,43440,F,23,Group G,FT, , ,North,31/05/2007,Hourly, ,<30,1645,54.83,0
1/12/2015,43526,M,55,Group C,FT, , ,North,26/04/2008,Hourly, ,50+,1314,43.8,0
1/12/2015,43538,M,23,Group C,PT, , ,North,12/06/2008,Hourly, ,<30,1267,42.23,0
1/12/2015,43606,F,21,Group B,PT, , ,North,31/08/2011,Hourly, ,<30,92,3.07,0
1/12/2015,43610,M,22,Group C,PT, , ,North,20/03/2007,Hourly, ,<30,1717,57.23,0
1/12/2015,43612,M,52,Group G,PT, , ,North,27/02/2007,Hourly, ,50+,1738,57.93,0
1/12/2015,43672,F,20,Group D,FT, , ,North,3/11/2006,Hourly, ,<30,1854,61.8,0
1/12/2015,43678,M,57,Group A,FT, , ,North,9/04/2007,Hourly, ,50+,1697,56.57,0
1/12/2015,43728,F,20,Group D,PT, , ,North,3/10/2011,Hourly, ,<30,59,1.97,0
1/12/2015,43738,M,20,Group D,PT, , ,North,22/06/2010,Hourly, ,<30,527,17.57,0
1/12/2015,43776,M,24,Group D,PT, , ,Midwest,6/07/2005,Hourly, ,<30,2339,77.97,0
1/12/2015,43790,F,62,Group D,FT, , ,Midwest,1/08/2009,Hourly, ,50+,852,28.4,0
1/12/2015,43918,M,47,Group A,PT, , ,Midwest,9/03/2010,Hourly, ,30-49,632,21.07,0
1/12/2015,44006,F,24,Group E,PT, , ,Midwest,26/02/2007,Hourly, ,<30,1739,57.97,0
1/12/2015,44044,M,60,Group A,PT, , ,Midwest,13/02/2007,Hourly, ,50+,1752,58.4,0
1/12/2015,44062,M,29,Group C,FT, , ,Midwest,12/08/2006,Hourly, ,<30,1937,64.57,0
1/12/2015,44110,M,24,Group D,PT, , ,Midwest,24/06/2009,Hourly, ,<30,890,29.67,0
1/12/2015,49036,M,52,Group G,FT, , ,Central,13/10/2005,Hourly, ,50+,2240,74.67,0
1/12/2015,49040,F,45,Group F,PT, , ,South,2/06/2010,Hourly, ,30-49,547,18.23,0
1/12/2015,49054,F,24,Group F,PT, , ,South,13/07/2006,Hourly, ,<30,1967,65.57,0
1/12/2015,49142,M,31,Group A,PT, , ,Midwest,22/03/2008,Hourly, ,30-49,1349,44.97,0
1/12/2015,49164,F,50,Group A,FT, , ,South,17/04/2008,Hourly, ,50+,1323,44.1,0
1/12/2015,49188,F,48,Group B,FT, , ,Midwest,10/03/1981,Hourly, ,30-49,11223,374.1,0
1/12/2015,49296,M,37,Group F,PT, ,Yes,Northwest,6/12/2011,Hourly, ,30-49,0,0,0
1/12/2015,49302,F,19,Group A,PT, , ,North,13/12/2007,Hourly, ,<30,1449,48.3,0
1/12/2015,49416,M,29,Group E,PT, , ,Central,2/11/2011,Hourly, ,<30,29,0.97,0
1/12/2015,49550,M,46,Group G,FT, , ,West,16/03/2008,Hourly, ,30-49,1355,45.17,0
1/12/2015,49666,F,31,Group A,FT, , ,Midwest,26/01/2007,Hourly, ,30-49,1770,59,0
1/12/2015,49716,F,59,Group E,FT, , ,Central,27/07/2007,Hourly, ,50+,1588,52.93,0
1/12/2015,49748,F,49,Group E,FT, , ,Northwest,21/11/2001,Hourly, ,30-49,3662,122.07,0
1/12/2015,49776,F,26,Group A,FT, , ,North,12/07/2006,Hourly, ,<30,1968,65.6,0
1/12/2015,49794,F,40,Group G,FT, , ,South,18/01/1989,Hourly, ,30-49,8352,278.4,0
1/12/2015,49832,F,27,Group F,FT, , ,West,14/07/2004,Hourly, ,<30,2696,89.87,0
1/12/2015,49922,F,23,Group F,PT, , ,Central,5/03/2008,Hourly, ,<30,1366,45.53,0
1/12/2015,50278,F,54,Group F,FT, , ,North,13/10/2000,Hourly, ,50+,4066,135.53,0
1/12/2015,50282,F,52,Group D,PT, , ,South,15/10/2002,Hourly, ,50+,3334,111.13,0
1/12/2015,50304,F,29,Group F,FT, , ,Central,23/07/2009,Hourly, ,<30,861,28.7,0
1/12/2015,50306,F,41,Group C,FT, , ,Central,8/11/2005,Hourly, ,30-49,2214,73.8,0
1/12/2015,50318,F,40,Group A,FT, , ,Midwest,13/09/2005,Hourly, ,30-49,2270,75.67,0
1/12/2015,50322,F,27,Group G,FT, , ,West,1/12/2007,Hourly, ,<30,1461,48.7,0
1/12/2015,50336,F,27,Group A,FT, , ,West,15/09/2005,Hourly, ,<30,2268,75.6,0
1/12/2015,50342,F,30,Group C,FT, , ,Central,1/05/2008,Hourly, ,30-49,1309,43.63,0
1/12/2015,50384,F,20,Group A,PT, , ,Midwest,13/09/2011,Hourly, ,<30,79,2.63,0
1/12/2015,50386,F,20,Group A,FT, , ,North,11/09/2010,Hourly, ,<30,446,14.87,0
1/12/2015,50426,F,40,Group E,FT, , ,Northwest,30/06/2004,Hourly, ,30-49,2710,90.33,0
1/12/2015,50438,F,56,Group G,FT, , ,West,29/03/2005,Hourly, ,50+,2438,81.27,0
1/12/2015,50470,F,55,Group D,FT, , ,Midwest,21/11/1974,Hourly, ,50+,13524,450.8,0
1/12/2015,50472,F,21,Group B,PT, , ,West,13/09/2011,Hourly, ,<30,79,2.63,0
1/12/2015,50838,M,22,Group G,FT, , ,West,23/04/2010,Hourly, ,<30,587,19.57,0
1/12/2015,50884,F,54,Group E,FT, , ,North,15/04/2005,Hourly, ,50+,2421,80.7,0
1/12/2015,51010,M,32,Group B,FT, , ,West,5/08/2009,Hourly, ,30-49,848,28.27,0
1/12/2015,51146,F,33,Group D,FT, , ,Central,24/06/1995,Hourly, ,30-49,6004,200.13,0
1/12/2015,51236,F,68,Group B,FT, , ,Central,15/04/2004,Hourly, ,50+,2786,92.87,0
1/12/2015,51312,M,25,Group D,FT, , ,Northwest,22/09/2004,Hourly, ,<30,2626,87.53,0
1/12/2015,51316,F,65,Group C,FT, , ,Northwest,30/10/2007,Hourly, ,50+,1493,49.77,0
1/12/2015,51324,M,28,Group B,FT, , ,Northwest,18/03/2004,Hourly, ,<30,2814,93.8,0
1/12/2015,51548,M,47,Group B,FT, , ,Central,14/12/2008,Hourly, ,30-49,1082,36.07,0
1/12/2015,51622,F,38,Group D,FT, , ,Central,23/06/1998,Hourly, ,30-49,4909,163.63,0
1/12/2015,51916,F,54,Group C,FT, , ,South,13/05/2003,Hourly, ,50+,3124,104.13,0
1/12/2015,51922,M,48,Group G,FT, , ,South,12/08/2004,Hourly, ,30-49,2667,88.9,0
1/12/2015,51974,F,22,Group E,PT, , ,Northwest,2/08/2011,Hourly, ,<30,121,4.03,0
1/12/2015,51994,M,55,Group E,PT, , ,Northwest,10/11/2004,Hourly, ,50+,2577,85.9,0
1/12/2015,52010,M,32,Group F,PT, , ,Northwest,1/05/2003,Hourly, ,30-49,3136,104.53,0
1/12/2015,52238,M,41,Group E,PT, , ,Northwest,13/07/2005,Hourly, ,30-49,2332,77.73,0
1/12/2015,52248,M,40,Group B,FT, , ,West,16/11/2011,Hourly, ,30-49,15,0.5,0
1/12/2015,52290,M,61,Group G,PT, , ,West,30/10/2007,Hourly, ,50+,1493,49.77,0
1/12/2015,52292,M,32,Group D,FT, , ,West,7/06/2005,Hourly, ,30-49,2368,78.93,0
1/12/2015,52332,M,58,Group C,PT, , ,South,22/01/2002,Hourly, ,50+,3600,120,0
1/12/2015,52536,M,40,Group D,FT, , ,Central,25/11/2003,Hourly, ,30-49,2928,97.6,0
1/12/2015,52566,M,54,Group B,FT, , ,Central,23/09/2009,Hourly, ,50+,799,26.63,0
1/12/2015,52682,M,39,Group G,PT, , ,Central,4/04/2002,Hourly, ,30-49,3528,117.6,0
1/12/2015,52764,M,28,Group F,FT, , ,Central,6/04/2010,Hourly, ,<30,604,20.13,0
1/12/2015,52826,M,53,Group C,FT, , ,Northwest,1/03/2006,Hourly, ,50+,2101,70.03,0
1/12/2015,52926,F,43,Group A,PT, , ,North,11/05/1988,Hourly, ,30-49,8604,286.8,0
1/12/2015,52934,M,24,Group B,PT, , ,North,14/04/2007,Hourly, ,<30,1692,56.4,0
1/12/2015,52954,M,49,Group G,FT, , ,North,28/02/1989,Salary, ,30-49,8311,277.03,0
1/12/2015,52966,F,22,Group E,PT, , ,North,15/04/2009,Hourly, ,<30,960,32,0
1/12/2015,52968,M,34,Group F,FT, , ,North,28/03/2007,Salary, ,30-49,1709,56.97,0
1/12/2015,52970,M,35,Group A,FT, , ,North,12/10/1996,Salary, ,30-49,5528,184.27,0
1/12/2015,52972,F,22,Group C,PT, , ,North,9/10/2007,Hourly, ,<30,1514,50.47,0
1/12/2015,52980,M,67,Group A,PT, , ,North,1/06/2011,Hourly, ,50+,183,6.1,0
1/12/2015,52982,M,25,Group G,FT, , ,North,29/06/2006,Hourly, ,<30,1981,66.03,0
1/12/2015,52984,M,43,Group A,FT, , ,North,10/11/1988,Hourly, ,30-49,8421,280.7,0
1/12/2015,52994,F,23,Group E,PT, , ,North,4/10/2011,Hourly, ,<30,58,1.93,0
1/12/2015,53004,M,32,Group A,FT, , ,North,26/11/1998,Hourly, ,30-49,4753,158.43,0
1/12/2015,53176,F,43,Group G,FT, , ,Midwest,25/11/1992,Hourly, ,30-49,6945,231.5,0
1/12/2015,53218,M,65,Group C,PT, , ,Midwest,15/05/2009,Hourly, ,50+,930,31,0
1/12/2015,53250,F,42,Group E,FT, , ,South,4/05/2010,Salary, ,30-49,576,19.2,0
1/12/2015,53266,M,49,Group F,FT, , ,South,11/06/1991,Hourly, ,30-49,7478,249.27,0
1/12/2015,53292,F,38,Group E,FT, , ,South,4/06/1993,Salary, ,30-49,6754,225.13,0
1/12/2015,53370,M,43,Group D,FT, , ,South,20/05/1986,Salary, ,30-49,9326,310.87,0
1/12/2015,53402,F,31,Group B,FT, , ,South,20/08/2009,Salary, ,30-49,833,27.77,0
1/12/2015,53412,M,46,Group F,FT, , ,South,25/04/2006,Salary, ,30-49,2046,68.2,0
1/12/2015,53554,F,29,Group F,FT, , ,Central,28/03/2006,Salary, ,<30,2074,69.13,0
1/12/2015,53612,F,51,Group E,FT, , ,Central,2/10/2001,Salary, ,50+,3712,123.73,0
1/12/2015,53652,M,39,Group A,FT, , ,Central,21/12/1990,Salary, ,30-49,7650,255,0
1/12/2015,53752,M,38,Group A,PT, , ,Central,20/11/2007,Hourly, ,30-49,1472,49.07,0
1/12/2015,53804,F,25,Group B,FT, , ,Central,31/10/2005,Hourly, ,<30,2222,74.07,0
1/12/2015,53826,F,48,Group G,FT, , ,West,29/08/2006,Salary, ,30-49,1920,64,0
1/12/2015,53992,F,59,Group D,FT, , ,West,23/02/2007,Hourly, ,50+,1742,58.07,0
1/12/2015,54048,M,42,Group A,FT, , ,West,27/06/2004,Salary, ,30-49,2713,90.43,0
1/12/2015,54064,F,41,Group B,FT, , ,West,14/05/2011,Salary, ,30-49,201,6.7,0
1/12/2015,54082,M,48,Group G,FT, , ,West,23/08/2007,Hourly, ,30-49,1561,52.03,0
1/12/2015,54100,M,52,Group B,FT, , ,West,15/12/2007,Hourly, ,50+,1447,48.23,0
1/12/2015,54304,M,22,Group E,PT, , ,South,8/06/2011,Hourly, ,<30,176,5.87,0
1/12/2015,54306,M,35,Group D,PT, , ,South,12/10/2011,Hourly, ,30-49,50,1.67,0
1/12/2015,54316,M,21,Group B,PT, , ,Northwest,13/09/2006,Hourly, ,<30,1905,63.5,0
1/12/2015,54338,M,25,Group B,FT, , ,North,6/01/2011,Hourly, ,<30,329,10.97,0
1/12/2015,54472,F,66,Group B,FT, , ,Northwest,27/08/2002,Salary, ,50+,3383,112.77,0
1/12/2015,54510,M,42,Group C,FT, , ,Northwest,30/10/2007,Hourly, ,30-49,1493,49.77,0
1/12/2015,54528,F,20,Group B,PT, ,Yes,Midwest,15/12/2011,Hourly, ,<30,0,0,0
1/12/2015,54890,F,61,Group A,FT, , ,West,5/04/2005,Hourly, ,50+,2431,81.03,0
1/12/2015,55442,F,71,Group G,FT, , ,West,11/03/2003,Hourly, ,50+,3187,106.23,0
1/12/2015,55514,M,21,Group D,PT, , ,West,15/04/2011,Hourly, ,<30,230,7.67,0
1/12/2015,55632,F,59,Group B,FT, , ,Northwest,13/09/2011,Hourly, ,50+,79,2.63,0
1/12/2015,55648,M,53,Group B,FT, , ,Northwest,14/07/2004,Hourly, ,50+,2696,89.87,0
1/12/2015,55650,M,20,Group E,PT, , ,North,26/09/2008,Hourly, ,<30,1161,38.7,0
1/12/2015,55700,F,49,Group B,FT, , ,Central,30/08/2005,Hourly, ,30-49,2284,76.13,0
1/12/2015,55704,M,49,Group G,FT, , ,Central,10/05/2005,Hourly, ,30-49,2396,79.87,0
1/12/2015,55722,M,37,Group C,PT, , ,Central,4/05/2010,Hourly, ,30-49,576,19.2,0
1/12/2015,55726,M,39,Group E,FT, , ,Central,23/10/2008,Hourly, ,30-49,1134,37.8,0
1/12/2015,55730,M,19,Group A,PT, , ,Central,27/08/2010,Hourly, ,<30,461,15.37,0
1/12/2015,55734,M,43,Group F,PT, , ,Central,30/04/2008,Hourly, ,30-49,1310,43.67,0
1/12/2015,55750,M,37,Group A,FT, , ,Central,24/08/2011,Hourly, ,30-49,99,3.3,0
1/12/2015,55770,M,27,Group E,PT, , ,North,11/08/2000,Hourly, ,<30,4129,137.63,0
1/12/2015,55778,M,40,Group B,PT, , ,South,18/05/2011,Hourly, ,30-49,197,6.57,0
1/12/2015,55780,M,61,Group A,PT, , ,North,18/08/2011,Hourly, ,50+,105,3.5,0
1/12/2015,55786,F,23,Group D,PT, , ,Midwest,16/11/2007,Hourly, ,<30,1476,49.2,0
1/12/2015,56246,M,31,Group E,PT, , ,Central,4/10/2001,Hourly, ,30-49,3710,123.67,0
