Date,EmpID,Gender,Age,EthnicGroup,FP,TermDate,isNewHire,BU Region,HireDate,PayType,TermReason,AgeGroup,TenureDays,TenureMonths,BadHires
1/07/2016,1924,M,24,Group G,PT, , ,North,5/01/2012,Hourly, ,<30,178,5.93,0
1/07/2016,1950,M,37,Group A,PT, , ,North,27/08/2008,Hourly, ,30-49,1404,46.8,0
1/07/2016,1954,F,24,Group E,PT, , ,North,12/05/2012,Hourly, ,<30,50,1.67,0
1/07/2016,4138,M,24,Group E,PT, ,Yes,South,13/07/2012,Hourly, ,<30,0,0,0
1/07/2016,5052,F,21,Group C,PT, , ,South,2/06/2011,Hourly, ,<30,395,13.17,0
1/07/2016,5202,M,23,Group E,PT, , ,North,12/08/2010,Hourly, ,<30,689,22.97,0
1/07/2016,5242,F,24,Group D,PT, , ,North,26/04/2012,Hourly, ,<30,66,2.2,0
1/07/2016,9460,M,19,Group D,PT, , ,North,27/09/2011,Hourly, ,<30,278,9.27,0
1/07/2016,10742,F,23,Group G,PT, , ,South,20/06/2012,Hourly, ,<30,11,0.37,0
1/07/2016,16664,M,25,Group F,PT, , ,North,25/09/2008,Hourly, ,<30,1375,45.83,0
1/07/2016,16678,M,55,Group A,FT,1/07/2012, ,Northwest,7/06/2012,Hourly,Involuntary,50+,24,0.8,1
1/07/2016,16730,F,75,Group E,FT, , ,North,24/05/2011,Hourly, ,50+,404,13.47,0
1/07/2016,17146,F,22,Group D,PT, , ,West,16/11/2010,Hourly, ,<30,593,19.77,0
1/07/2016,17362,F,27,Group B,FT, , ,East,20/12/2011,Hourly, ,<30,194,6.47,0
1/07/2016,17854,M,21,Group E,PT, , ,West,15/03/2012,Hourly, ,<30,108,3.6,0
1/07/2016,18230,M,46,Group A,PT, , ,North,24/10/2007,Hourly, ,30-49,1712,57.07,0
1/07/2016,19600,F,22,Group A,FT, , ,Northwest,27/04/2011,Hourly, ,<30,431,14.37,0
1/07/2016,20706,M,43,Group F,PT, , ,South,21/07/2011,Hourly, ,30-49,346,11.53,0
1/07/2016,21208,M,28,Group A,FT, , ,Northwest,13/07/2000,Hourly, ,<30,4371,145.7,0
1/07/2016,21544,F,25,Group B,PT, , ,Northwest,2/09/2010,Hourly, ,<30,668,22.27,0
1/07/2016,22578,F,67,Group C,FT, , ,Northwest,5/05/2011,Hourly, ,50+,423,14.1,0
1/07/2016,23112,F,19,Group G,PT, , ,North,22/02/2012,Hourly, ,<30,130,4.33,0
1/07/2016,25882,F,20,Group D,PT, , ,Northwest,22/06/2012,Hourly, ,<30,9,0.3,0
1/07/2016,26228,M,54,Group D,PT, , ,North,17/09/2008,Hourly, ,50+,1383,46.1,0
1/07/2016,26954,M,86,Group B,PT, , ,West,27/08/2009,Hourly, ,50+,1039,34.63,0
1/07/2016,27450,F,20,Group G,PT, , ,North,10/11/2011,Hourly, ,<30,234,7.8,0
1/07/2016,29062,M,42,Group G,FT, , ,Midwest,26/05/2009,Hourly, ,30-49,1132,37.73,0
1/07/2016,29632,M,27,Group F,PT, , ,Central,1/04/2010,Hourly, ,<30,822,27.4,0
1/07/2016,30248,F,38,Group C,FT, , ,Northwest,14/11/2006,Hourly, ,30-49,2056,68.53,0
1/07/2016,30934,M,52,Group B,PT, , ,Northwest,3/11/2011,Hourly, ,50+,241,8.03,0
1/07/2016,31824,M,22,Group B,PT, , ,North,1/06/2012,Hourly, ,<30,30,1,0
1/07/2016,31918,M,47,Group F,PT, , ,Midwest,24/03/2012,Hourly, ,30-49,99,3.3,0
1/07/2016,33066,F,29,Group E,PT, , ,South,13/04/2011,Hourly, ,<30,445,14.83,0
1/07/2016,33124,M,26,Group F,PT, , ,North,14/08/2007,Hourly, ,<30,1783,59.43,0
1/07/2016,33240,F,29,Group E,FT, , ,Midwest,26/06/2002,Salary, ,<30,3658,121.93,0
1/07/2016,33258,M,34,Group D,FT, , ,West,4/04/2008,Salary, ,30-49,1549,51.63,0
1/07/2016,33262,F,47,Group E,FT, , ,Northwest,19/03/2008,Salary, ,30-49,1565,52.17,0
1/07/2016,33278,F,31,Group E,FT, , ,Midwest,29/09/2011,Salary, ,30-49,276,9.2,0
1/07/2016,33288,F,45,Group G,FT, , ,East,16/07/2008,Salary, ,30-49,1446,48.2,0
1/07/2016,33296,F,32,Group G,FT, , ,East,27/08/2008,Salary, ,30-49,1404,46.8,0
1/07/2016,33312,F,50,Group C,FT, , ,East,4/10/2011,Salary, ,50+,271,9.03,0
1/07/2016,33812,M,26,Group B,PT, , ,Midwest,13/01/2012,Hourly, ,<30,170,5.67,0
1/07/2016,40406,M,47,Group B,FT, , ,North,9/04/2005,Hourly, ,30-49,2640,88,0
1/07/2016,40436,F,23,Group C,PT, , ,North,21/06/2007,Hourly, ,<30,1837,61.23,0
1/07/2016,40472,F,55,Group E,FT, , ,North,18/05/2005,Hourly, ,50+,2601,86.7,0
1/07/2016,40478,M,20,Group C,PT, , ,North,22/06/2011,Hourly, ,<30,375,12.5,0
1/07/2016,40484,M,19,Group F,PT, , ,North,13/12/2011,Hourly, ,<30,201,6.7,0
1/07/2016,40486,M,26,Group A,PT, , ,North,2/11/2011,Hourly, ,<30,242,8.07,0
1/07/2016,40488,M,35,Group D,FT, , ,North,23/05/2011,Hourly, ,30-49,405,13.5,0
1/07/2016,40506,M,19,Group G,PT, ,Yes,North,27/07/2012,Hourly, ,<30,0,0,0
1/07/2016,40542,M,45,Group D,PT, , ,North,21/06/2005,Hourly, ,30-49,2567,85.57,0
1/07/2016,40548,F,29,Group E,FT, , ,North,2/05/2007,Hourly, ,<30,1887,62.9,0
1/07/2016,40554,M,66,Group C,PT, , ,North,23/02/2007,Hourly, ,50+,1955,65.17,0
1/07/2016,40754,F,22,Group D,PT, , ,North,7/08/2008,Hourly, ,<30,1424,47.47,0
1/07/2016,41038,M,42,Group F,PT, , ,Midwest,16/03/2012,Hourly, ,30-49,107,3.57,0
1/07/2016,41050,M,27,Group F,PT, , ,Midwest,29/12/2007,Hourly, ,<30,1646,54.87,0
1/07/2016,41058,F,22,Group C,PT, , ,Midwest,26/10/2011,Hourly, ,<30,249,8.3,0
1/07/2016,41082,F,21,Group F,PT, , ,Midwest,18/02/2010,Hourly, ,<30,864,28.8,0
1/07/2016,41288,F,20,Group B,FT, , ,Midwest,2/03/2012,Hourly, ,<30,121,4.03,0
1/07/2016,41306,F,24,Group E,PT, , ,Midwest,21/02/2012,Hourly, ,<30,131,4.37,0
1/07/2016,41332,M,24,Group G,FT, , ,Midwest,20/10/2009,Hourly, ,<30,985,32.83,0
1/07/2016,41344,M,64,Group F,PT, , ,Midwest,30/08/2005,Hourly, ,50+,2497,83.23,0
1/07/2016,41510,M,23,Group A,PT, , ,South,26/10/2011,Hourly, ,<30,249,8.3,0
1/07/2016,42236,M,63,Group G,FT, , ,South,15/06/2011,Hourly, ,50+,382,12.73,0
