Date,EmpID,Gender,Age,EthnicGroup,FP,TermDate,isNewHire,BU Region,HireDate,PayType,TermReason,AgeGroup,TenureDays,TenureMonths,BadHires
1/01/2018,1284,M,53,Group F,PT,30/01/2014,Yes,North,30/01/2014,Hourly,Voluntary,50+,0,0,1
1/01/2018,1780,F,22,Group F,PT, , ,North,15/11/2013,Hourly, ,<30,47,1.57,0
1/01/2018,1842,F,25,Group E,PT, , ,North,21/08/2013,Hourly, ,<30,133,4.43,0
1/01/2018,1936,F,20,Group E,PT, , ,North,12/09/2013,Hourly, ,<30,111,3.7,0
1/01/2018,1950,M,39,Group A,PT, , ,North,27/08/2008,Hourly, ,30-49,1953,65.1,0
1/01/2018,1958,M,22,Group B,PT, , ,North,21/08/2013,Hourly, ,<30,133,4.43,0
1/01/2018,1966,M,36,Group A,PT, , ,North,8/09/2012,Hourly, ,30-49,480,16,0
1/01/2018,1972,M,21,Group F,PT, , ,North,26/09/2013,Hourly, ,<30,97,3.23,0
1/01/2018,1976,M,43,Group A,PT, , ,North,20/09/2013,Hourly, ,30-49,103,3.43,0
1/01/2018,1988,F,20,Group A,PT, , ,Midwest,24/08/2013,Hourly, ,<30,130,4.33,0
1/01/2018,2056,M,20,Group D,PT, , ,Midwest,14/06/2013,Hourly, ,<30,201,6.7,0
1/01/2018,2058,M,25,Group F,PT, , ,Midwest,8/08/2013,Hourly, ,<30,146,4.87,0
1/01/2018,2090,M,26,Group G,PT,2/01/2014, ,Midwest,21/06/2013,Hourly,Voluntary,<30,195,6.5,0
1/01/2018,2106,M,23,Group E,PT, ,Yes,Midwest,24/01/2014,Hourly, ,<30,0,0,0
1/01/2018,2202,F,23,Group C,PT, , ,Midwest,31/10/2013,Hourly, ,<30,62,2.07,0
1/01/2018,3202,M,20,Group G,PT,30/01/2014,Yes,Midwest,25/01/2014,Hourly,Voluntary,<30,5,0.17,1
1/01/2018,3744,F,49,Group B,PT,22/01/2014,Yes,South,22/01/2014,Hourly,Voluntary,30-49,0,0,1
