Date,EmpID,Gender,Age,EthnicGroup,FP,TermDate,isNewHire,BU Region,HireDate,PayType,TermReason,AgeGroup,TenureDays,TenureMonths,BadHires
1/09/2018,74,M,48,Group A,PT,14/09/2014, ,North,30/08/2014,Hourly,Voluntary,30-49,15,0.5,1
1/09/2018,1158,F,21,Group B,PT,30/09/2014,Yes,North,26/09/2014,Hourly,Voluntary,<30,4,0.13,1
1/09/2018,1548,M,18,Group A,PT,13/09/2014, ,North,28/08/2014,Hourly,Voluntary,<30,16,0.53,1
1/09/2018,1568,M,20,Group F,PT, , ,North,21/08/2014,Hourly, ,<30,11,0.37,0
1/09/2018,1654,F,18,Group D,PT,3/09/2014, ,North,8/05/2014,Hourly,Voluntary,<30,118,3.93,0
1/09/2018,1940,M,19,Group E,PT, , ,North,25/07/2014,Hourly, ,<30,38,1.27,0
1/09/2018,1950,M,39,Group A,PT,17/09/2014, ,North,27/08/2008,Hourly,Voluntary,30-49,2212,73.73,0
1/09/2018,1976,M,43,Group A,PT, , ,North,20/09/2013,Hourly, ,30-49,346,11.53,0
1/09/2018,2524,M,31,Group D,PT,24/09/2014, ,Midwest,28/08/2014,Hourly,Voluntary,30-49,27,0.9,1
1/09/2018,3046,M,19,Group A,PT,18/09/2014, ,Midwest,28/08/2014,Hourly,Voluntary,<30,21,0.7,1
1/09/2018,3136,F,20,Group B,PT,23/09/2014, ,Midwest,28/08/2014,Hourly,Voluntary,<30,26,0.87,1
1/09/2018,3326,M,29,Group E,PT, , ,Midwest,27/06/2014,Hourly, ,<30,66,2.2,0
1/09/2018,3500,M,19,Group C,PT,24/09/2014, ,Midwest,19/03/2014,Hourly,Voluntary,<30,189,6.3,0
1/09/2018,3802,M,31,Group A,PT, ,Yes,South,13/09/2014,Hourly, ,30-49,0,0,0
1/09/2018,3804,M,19,Group D,PT, ,Yes,South,13/09/2014,Hourly, ,<30,0,0,0
1/09/2018,4010,M,24,Group C,PT,10/09/2014, ,South,1/06/2014,Hourly,Voluntary,<30,101,3.37,0
1/09/2018,4014,F,24,Group C,PT, , ,South,1/06/2014,Hourly, ,<30,92,3.07,0
1/09/2018,4100,M,58,Group D,PT,24/09/2014,Yes,South,24/09/2014,Hourly,Voluntary,50+,0,0,1
1/09/2018,4132,F,18,Group C,PT, ,Yes,South,5/09/2014,Hourly, ,<30,0,0,0
1/09/2018,4580,M,23,Group G,PT, ,Yes,South,11/09/2014,Hourly, ,<30,0,0,0
1/09/2018,4608,F,69,Group D,PT,27/09/2014,Yes,South,25/09/2014,Hourly,Voluntary,50+,2,0.07,1
1/09/2018,4950,M,18,Group F,PT, , ,South,28/08/2014,Hourly, ,<30,4,0.13,0
1/09/2018,5064,M,29,Group G,PT, , ,South,21/05/2014,Hourly, ,<30,103,3.43,0
1/09/2018,5068,M,21,Group A,PT,19/09/2014, ,South,1/07/2014,Hourly,Voluntary,<30,80,2.67,0
1/09/2018,5082,M,32,Group D,PT,28/09/2014,Yes,South,25/09/2014,Hourly,Voluntary,30-49,3,0.1,1
1/09/2018,5088,M,53,Group B,PT, , ,South,4/06/2014,Hourly, ,50+,89,2.97,0
1/09/2018,5202,M,25,Group E,PT, , ,North,12/08/2010,Hourly, ,<30,1481,49.37,0
1/09/2018,5254,F,24,Group B,PT,12/09/2014, ,North,28/08/2014,Hourly,Voluntary,<30,15,0.5,1
1/09/2018,5268,M,20,Group A,PT, , ,North,16/08/2013,Hourly, ,<30,381,12.7,0
1/09/2018,5296,F,22,Group D,PT,25/09/2014, ,Midwest,27/06/2014,Hourly,Voluntary,<30,90,3,0
1/09/2018,6030,F,20,Group A,PT,29/09/2014, ,Midwest,28/08/2014,Hourly,Voluntary,<30,32,1.07,1
1/09/2018,6286,M,26,Group C,PT,29/09/2014,Yes,North,26/09/2014,Hourly,Voluntary,<30,3,0.1,1
1/09/2018,6754,F,70,Group E,PT,27/09/2014, ,North,28/08/2014,Hourly,Voluntary,50+,30,1,1
1/09/2018,6892,M,48,Group E,PT,11/09/2014, ,Midwest,29/08/2014,Hourly,Voluntary,30-49,13,0.43,1
1/09/2018,6998,F,24,Group F,PT, , ,South,29/08/2014,Hourly, ,<30,3,0.1,0
1/09/2018,7004,F,18,Group D,PT, , ,Midwest,5/08/2014,Hourly, ,<30,27,0.9,0
1/09/2018,7016,M,20,Group A,PT,23/09/2014, ,South,23/05/2014,Hourly,Voluntary,<30,123,4.1,0
1/09/2018,7062,M,26,Group A,PT,1/09/2014, ,North,6/06/2014,Hourly,Voluntary,<30,87,2.9,0
1/09/2018,7122,F,33,Group C,PT,26/09/2014,Yes,North,25/09/2014,Hourly,Voluntary,30-49,1,0.03,1
1/09/2018,7598,M,45,Group C,PT,17/09/2014, ,South,29/08/2014,Hourly,Voluntary,30-49,19,0.63,1
1/09/2018,7694,M,18,Group D,PT, , ,Midwest,21/08/2014,Hourly, ,<30,11,0.37,0
1/09/2018,7822,M,18,Group F,PT,19/09/2014, ,Midwest,28/08/2014,Hourly,Voluntary,<30,22,0.73,1
1/09/2018,7902,M,37,Group G,PT,15/09/2014, ,Midwest,30/08/2014,Hourly,Voluntary,30-49,16,0.53,1
1/09/2018,8036,F,46,Group C,PT,30/09/2014,Yes,Midwest,23/09/2014,Hourly,Voluntary,30-49,7,0.23,1
1/09/2018,8270,M,22,Group A,PT,7/09/2014, ,Midwest,10/05/2014,Hourly,Voluntary,<30,120,4,0
1/09/2018,8902,F,19,Group C,PT, , ,North,13/08/2014,Hourly, ,<30,19,0.63,0
1/09/2018,8960,M,33,Group F,PT, , ,North,18/07/2014,Hourly, ,30-49,45,1.5,0
1/09/2018,9094,M,19,Group A,PT,30/09/2014,Yes,North,20/09/2014,Hourly,Involuntary,<30,10,0.33,1
1/09/2018,9094,M,19,Group A,PT, ,Yes,North,20/09/2014,Hourly, ,<30,0,0,0
1/09/2018,9302,M,20,Group F,PT,7/09/2014, ,North,29/08/2014,Hourly,Voluntary,<30,9,0.3,1
1/09/2018,9390,M,53,Group D,PT,22/09/2014, ,North,28/08/2014,Hourly,Voluntary,50+,25,0.83,1
1/09/2018,10034,F,19,Group B,PT, , ,North,24/07/2014,Hourly, ,<30,39,1.3,0
1/09/2018,10072,M,22,Group B,PT,10/09/2014, ,North,30/08/2014,Hourly,Voluntary,<30,11,0.37,1
