Date,EmpID,Gender,Age,EthnicGroup,FP,TermDate,isNewHire,BU Region,HireDate,PayType,TermReason,AgeGroup,TenureDays,TenureMonths,BadHires
1/06/2015,1950,M,36,Group A,PT, , ,North,27/08/2008,Hourly, ,30-49,1008,33.6,0
1/06/2015,5052,F,20,Group C,PT, ,Yes,South,2/06/2011,Hourly, ,<30,0,0,0
1/06/2015,5202,M,22,Group E,PT, , ,North,12/08/2010,Hourly, ,<30,293,9.77,0
1/06/2015,16664,M,24,Group F,PT, , ,North,25/09/2008,Hourly, ,<30,979,32.63,0
1/06/2015,16730,F,74,Group E,FT, , ,North,24/05/2011,Hourly, ,50+,8,0.27,0
1/06/2015,17146,F,21,Group D,PT, , ,West,16/11/2010,Hourly, ,<30,197,6.57,0
1/06/2015,18230,M,45,Group A,PT, , ,North,24/10/2007,Hourly, ,30-49,1316,43.87,0
1/06/2015,19600,F,21,Group A,FT, , ,Northwest,27/04/2011,Hourly, ,<30,35,1.17,0
1/06/2015,21208,M,27,Group A,FT, , ,Northwest,13/07/2000,Hourly, ,<30,3975,132.5,0
1/06/2015,21544,F,24,Group B,PT, , ,Northwest,2/09/2010,Hourly, ,<30,272,9.07,0
1/06/2015,22578,F,66,Group C,FT, , ,Northwest,5/05/2011,Hourly, ,50+,27,0.9,0
1/06/2015,26228,M,53,Group D,PT, , ,North,17/09/2008,Hourly, ,50+,987,32.9,0
1/06/2015,26954,M,85,Group B,PT, , ,West,27/08/2009,Hourly, ,50+,643,21.43,0
1/06/2015,29062,M,41,Group G,FT, , ,Midwest,26/05/2009,Hourly, ,30-49,736,24.53,0
1/06/2015,29632,M,26,Group F,PT, , ,Central,1/04/2010,Hourly, ,<30,426,14.2,0
1/06/2015,30248,F,37,Group C,FT, , ,Northwest,14/11/2006,Hourly, ,30-49,1660,55.33,0
1/06/2015,33066,F,28,Group E,PT, , ,South,13/04/2011,Hourly, ,<30,49,1.63,0
1/06/2015,33124,M,25,Group F,PT, , ,North,14/08/2007,Hourly, ,<30,1387,46.23,0
1/06/2015,33240,F,28,Group E,FT, , ,Midwest,26/06/2002,Salary, ,<30,3262,108.73,0
1/06/2015,33258,M,33,Group D,FT, , ,West,4/04/2008,Salary, ,30-49,1153,38.43,0
1/06/2015,33262,F,46,Group E,FT, , ,Northwest,19/03/2008,Salary, ,30-49,1169,38.97,0
1/06/2015,33288,F,44,Group G,FT, , ,East,16/07/2008,Salary, ,30-49,1050,35,0
1/06/2015,33296,F,31,Group G,FT, , ,East,27/08/2008,Salary, ,30-49,1008,33.6,0
1/06/2015,40406,M,46,Group B,FT, , ,North,9/04/2005,Hourly, ,30-49,2244,74.8,0
1/06/2015,40436,F,22,Group C,PT, , ,North,21/06/2007,Hourly, ,<30,1441,48.03,0
1/06/2015,40472,F,54,Group E,FT, , ,North,18/05/2005,Hourly, ,50+,2205,73.5,0
1/06/2015,40478,M,19,Group C,PT, ,Yes,North,22/06/2011,Hourly, ,<30,0,0,0
1/06/2015,40488,M,34,Group D,FT, , ,North,23/05/2011,Hourly, ,30-49,9,0.3,0
1/06/2015,40542,M,44,Group D,PT, , ,North,21/06/2005,Hourly, ,30-49,2171,72.37,0
1/06/2015,40548,F,28,Group E,FT, , ,North,2/05/2007,Hourly, ,<30,1491,49.7,0
1/06/2015,40554,M,65,Group C,PT, , ,North,23/02/2007,Hourly, ,50+,1559,51.97,0
1/06/2015,40754,F,21,Group D,PT, , ,North,7/08/2008,Hourly, ,<30,1028,34.27,0
1/06/2015,41050,M,26,Group F,PT, , ,Midwest,29/12/2007,Hourly, ,<30,1250,41.67,0
1/06/2015,41082,F,20,Group F,PT, , ,Midwest,18/02/2010,Hourly, ,<30,468,15.6,0
1/06/2015,41332,M,23,Group G,FT, , ,Midwest,20/10/2009,Hourly, ,<30,589,19.63,0
1/06/2015,41344,M,63,Group F,PT, , ,Midwest,30/08/2005,Hourly, ,50+,2101,70.03,0
1/06/2015,42236,M,62,Group G,FT, ,Yes,South,15/06/2011,Hourly, ,50+,0,0,0
1/06/2015,42684,M,22,Group A,FT, , ,South,14/02/2006,Hourly, ,<30,1933,64.43,0
1/06/2015,42892,M,56,Group G,FT, , ,South,19/06/2007,Hourly, ,50+,1443,48.1,0
1/06/2015,42924,F,21,Group E,PT, ,Yes,South,23/06/2011,Hourly, ,<30,0,0,0
