Date,EmpID,Gender,Age,EthnicGroup,FP,TermDate,isNewHire,BU Region,HireDate,PayType,TermReason,AgeGroup,TenureDays,TenureMonths,BadHires
1/02/2015,1950,M,36,Group A,PT, , ,North,27/08/2008,Hourly, ,30-49,888,29.6,0
1/02/2015,5202,M,22,Group E,PT, , ,North,12/08/2010,Hourly, ,<30,173,5.77,0
1/02/2015,16664,M,24,Group F,PT, , ,North,25/09/2008,Hourly, ,<30,859,28.63,0
1/02/2015,17146,F,21,Group D,PT, , ,West,16/11/2010,Hourly, ,<30,77,2.57,0
1/02/2015,18230,M,45,Group A,PT, , ,North,24/10/2007,Hourly, ,30-49,1196,39.87,0
1/02/2015,21208,M,27,Group A,FT, , ,Northwest,13/07/2000,Hourly, ,<30,3855,128.5,0
1/02/2015,21544,F,24,Group B,PT, , ,Northwest,2/09/2010,Hourly, ,<30,152,5.07,0
1/02/2015,26228,M,53,Group D,PT, , ,North,17/09/2008,Hourly, ,50+,867,28.9,0
1/02/2015,26954,M,85,Group B,PT, , ,West,27/08/2009,Hourly, ,50+,523,17.43,0
1/02/2015,29062,M,41,Group G,FT, , ,Midwest,26/05/2009,Hourly, ,30-49,616,20.53,0
1/02/2015,29632,M,26,Group F,PT, , ,Central,1/04/2010,Hourly, ,<30,306,10.2,0
1/02/2015,30248,F,37,Group C,FT, , ,Northwest,14/11/2006,Hourly, ,30-49,1540,51.33,0
1/02/2015,33124,M,25,Group F,PT, , ,North,14/08/2007,Hourly, ,<30,1267,42.23,0
1/02/2015,33240,F,28,Group E,FT, , ,Midwest,26/06/2002,Salary, ,<30,3142,104.73,0
1/02/2015,33258,M,33,Group D,FT, , ,West,4/04/2008,Salary, ,30-49,1033,34.43,0
1/02/2015,33262,F,46,Group E,FT, , ,Northwest,19/03/2008,Salary, ,30-49,1049,34.97,0
1/02/2015,33288,F,44,Group G,FT, , ,East,16/07/2008,Salary, ,30-49,930,31,0
1/02/2015,33296,F,31,Group G,FT, , ,East,27/08/2008,Salary, ,30-49,888,29.6,0
1/02/2015,40406,M,46,Group B,FT, , ,North,9/04/2005,Hourly, ,30-49,2124,70.8,0
1/02/2015,40436,F,22,Group C,PT, , ,North,21/06/2007,Hourly, ,<30,1321,44.03,0
1/02/2015,40472,F,54,Group E,FT, , ,North,18/05/2005,Hourly, ,50+,2085,69.5,0
1/02/2015,40542,M,44,Group D,PT, , ,North,21/06/2005,Hourly, ,30-49,2051,68.37,0
1/02/2015,40548,F,28,Group E,FT, , ,North,2/05/2007,Hourly, ,<30,1371,45.7,0
1/02/2015,40554,M,65,Group C,PT, , ,North,23/02/2007,Hourly, ,50+,1439,47.97,0
1/02/2015,40754,F,21,Group D,PT, , ,North,7/08/2008,Hourly, ,<30,908,30.27,0
1/02/2015,41050,M,26,Group F,PT, , ,Midwest,29/12/2007,Hourly, ,<30,1130,37.67,0
1/02/2015,41082,F,20,Group F,PT, , ,Midwest,18/02/2010,Hourly, ,<30,348,11.6,0
1/02/2015,41332,M,23,Group G,FT, , ,Midwest,20/10/2009,Hourly, ,<30,469,15.63,0
1/02/2015,41344,M,63,Group F,PT, , ,Midwest,30/08/2005,Hourly, ,50+,1981,66.03,0
1/02/2015,42684,M,22,Group A,FT, , ,South,14/02/2006,Hourly, ,<30,1813,60.43,0
1/02/2015,42892,M,56,Group G,FT, , ,South,19/06/2007,Hourly, ,50+,1323,44.1,0
1/02/2015,43356,F,20,Group B,FT, , ,South,2/09/2009,Hourly, ,<30,517,17.23,0
1/02/2015,43440,F,23,Group G,FT, , ,North,31/05/2007,Hourly, ,<30,1342,44.73,0
1/02/2015,43526,M,55,Group C,FT, , ,North,26/04/2008,Hourly, ,50+,1011,33.7,0
1/02/2015,43538,M,23,Group C,PT, , ,North,12/06/2008,Hourly, ,<30,964,32.13,0
1/02/2015,43610,M,22,Group C,PT, , ,North,20/03/2007,Hourly, ,<30,1414,47.13,0
1/02/2015,43612,M,52,Group G,PT, , ,North,27/02/2007,Hourly, ,50+,1435,47.83,0
1/02/2015,43672,F,20,Group D,FT, , ,North,3/11/2006,Hourly, ,<30,1551,51.7,0
1/02/2015,43678,M,57,Group A,FT, , ,North,9/04/2007,Hourly, ,50+,1394,46.47,0
1/02/2015,43738,M,20,Group D,PT, , ,North,22/06/2010,Hourly, ,<30,224,7.47,0
1/02/2015,43776,M,24,Group D,PT, , ,Midwest,6/07/2005,Hourly, ,<30,2036,67.87,0
1/02/2015,43790,F,62,Group D,FT, , ,Midwest,1/08/2009,Hourly, ,50+,549,18.3,0
