Date,EmpID,Gender,Age,EthnicGroup,FP,TermDate,isNewHire,BU Region,HireDate,PayType,TermReason,AgeGroup,TenureDays,TenureMonths,BadHires
1/11/2018,30,M,21,Group G,PT,21/11/2014, ,North,30/10/2014,Hourly,Voluntary,<30,22,0.73,1
1/11/2018,122,M,20,Group G,PT,2/11/2014,Yes,North,1/11/2014,Hourly,Voluntary,<30,1,0.03,1
1/11/2018,508,M,66,Group B,PT,9/11/2014, ,North,30/10/2014,Hourly,Voluntary,50+,10,0.33,1
1/11/2018,582,M,21,Group B,PT,21/11/2014, ,North,31/10/2014,Hourly,Voluntary,<30,21,0.7,1
1/11/2018,746,F,34,Group C,PT,10/11/2014,Yes,North,1/11/2014,Hourly,Voluntary,30-49,9,0.3,1
1/11/2018,904,M,47,Group B,PT,24/11/2014, ,North,30/10/2014,Hourly,Voluntary,30-49,25,0.83,1
1/11/2018,1254,M,34,Group B,PT,9/11/2014, ,North,31/10/2014,Hourly,Voluntary,30-49,9,0.3,1
1/11/2018,1292,M,21,Group D,PT,23/11/2014, ,North,31/10/2014,Hourly,Voluntary,<30,23,0.77,1
1/11/2018,1336,F,18,Group E,PT,25/11/2014, ,North,29/10/2014,Hourly,Voluntary,<30,27,0.9,1
1/11/2018,1568,M,20,Group F,PT, , ,North,21/08/2014,Hourly, ,<30,72,2.4,0
1/11/2018,1940,M,19,Group E,PT,17/11/2014, ,North,25/07/2014,Hourly,Voluntary,<30,115,3.83,0
1/11/2018,1960,M,18,Group G,PT, ,Yes,North,15/11/2014,Hourly, ,<30,0,0,0
1/11/2018,3140,F,22,Group F,PT,20/11/2014, ,Midwest,30/10/2014,Hourly,Voluntary,<30,21,0.7,1
1/11/2018,3178,M,30,Group D,PT,2/11/2014, ,Midwest,31/10/2014,Hourly,Voluntary,30-49,2,0.07,1
1/11/2018,3802,M,31,Group A,PT,25/11/2014, ,South,13/09/2014,Hourly,Voluntary,30-49,73,2.43,0
1/11/2018,4132,F,18,Group C,PT,23/11/2014, ,South,5/09/2014,Hourly,Voluntary,<30,79,2.63,0
1/11/2018,4434,M,21,Group G,PT,29/11/2014, ,South,24/10/2014,Hourly,Voluntary,<30,36,1.2,1
1/11/2018,4582,F,25,Group D,PT,21/11/2014, ,South,30/10/2014,Hourly,Voluntary,<30,22,0.73,1
1/11/2018,4782,F,41,Group B,PT,13/11/2014, ,South,30/10/2014,Hourly,Voluntary,30-49,14,0.47,1
1/11/2018,5044,M,55,Group G,PT,18/11/2014, ,South,31/10/2014,Hourly,Voluntary,50+,18,0.6,1
1/11/2018,5088,M,53,Group B,PT,1/11/2014, ,South,4/06/2014,Hourly,Voluntary,50+,150,5,0
1/11/2018,5242,F,26,Group D,PT,10/11/2014, ,North,26/04/2012,Hourly,Voluntary,<30,928,30.93,0
1/11/2018,7004,F,18,Group D,PT,27/11/2014, ,Midwest,5/08/2014,Hourly,Voluntary,<30,114,3.8,0
1/11/2018,7694,M,18,Group D,PT,5/11/2014, ,Midwest,21/08/2014,Hourly,Involuntary,<30,76,2.53,0
1/11/2018,7846,F,23,Group A,PT,10/11/2014, ,Midwest,30/10/2014,Hourly,Voluntary,<30,11,0.37,1
1/11/2018,9202,F,24,Group G,PT,30/11/2014, ,North,16/10/2014,Hourly,Voluntary,<30,45,1.5,1
1/11/2018,9202,F,24,Group G,PT, , ,North,16/10/2014,Hourly, ,<30,16,0.53,0
1/11/2018,9218,M,19,Group E,PT, ,Yes,North,13/11/2014,Hourly, ,<30,0,0,0
1/11/2018,9274,M,20,Group D,PT,14/11/2014, ,North,30/10/2014,Hourly,Voluntary,<30,15,0.5,1
1/11/2018,9392,M,19,Group G,PT,5/11/2014, ,North,30/10/2014,Hourly,Voluntary,<30,6,0.2,1
1/11/2018,9518,M,18,Group F,PT,23/11/2014, ,North,4/10/2014,Hourly,Involuntary,<30,50,1.67,1
