Date,EmpID,Gender,Age,EthnicGroup,FP,TermDate,isNewHire,BU Region,HireDate,PayType,TermReason,AgeGroup,TenureDays,TenureMonths,BadHires
1/08/2015,1950,M,36,Group A,PT, , ,North,27/08/2008,Hourly, ,30-49,1069,35.63,0
1/08/2015,5052,F,20,Group C,PT, , ,South,2/06/2011,Hourly, ,<30,60,2,0
1/08/2015,5202,M,22,Group E,PT, , ,North,12/08/2010,Hourly, ,<30,354,11.8,0
1/08/2015,16664,M,24,Group F,PT, , ,North,25/09/2008,Hourly, ,<30,1040,34.67,0
1/08/2015,16730,F,74,Group E,FT, , ,North,24/05/2011,Hourly, ,50+,69,2.3,0
1/08/2015,17146,F,21,Group D,PT, , ,West,16/11/2010,Hourly, ,<30,258,8.6,0
1/08/2015,18230,M,45,Group A,PT, , ,North,24/10/2007,Hourly, ,30-49,1377,45.9,0
1/08/2015,19600,F,21,Group A,FT, , ,Northwest,27/04/2011,Hourly, ,<30,96,3.2,0
1/08/2015,20706,M,42,Group F,PT, , ,South,21/07/2011,Hourly, ,30-49,11,0.37,0
1/08/2015,21208,M,27,Group A,FT, , ,Northwest,13/07/2000,Hourly, ,<30,4036,134.53,0
1/08/2015,21544,F,24,Group B,PT, , ,Northwest,2/09/2010,Hourly, ,<30,333,11.1,0
1/08/2015,22578,F,66,Group C,FT, , ,Northwest,5/05/2011,Hourly, ,50+,88,2.93,0
1/08/2015,26228,M,53,Group D,PT, , ,North,17/09/2008,Hourly, ,50+,1048,34.93,0
1/08/2015,26954,M,85,Group B,PT, , ,West,27/08/2009,Hourly, ,50+,704,23.47,0
1/08/2015,29062,M,41,Group G,FT, , ,Midwest,26/05/2009,Hourly, ,30-49,797,26.57,0
1/08/2015,29632,M,26,Group F,PT, , ,Central,1/04/2010,Hourly, ,<30,487,16.23,0
1/08/2015,30248,F,37,Group C,FT, , ,Northwest,14/11/2006,Hourly, ,30-49,1721,57.37,0
1/08/2015,33066,F,28,Group E,PT, , ,South,13/04/2011,Hourly, ,<30,110,3.67,0
1/08/2015,33124,M,25,Group F,PT, , ,North,14/08/2007,Hourly, ,<30,1448,48.27,0
1/08/2015,33240,F,28,Group E,FT, , ,Midwest,26/06/2002,Salary, ,<30,3323,110.77,0
1/08/2015,33258,M,33,Group D,FT, , ,West,4/04/2008,Salary, ,30-49,1214,40.47,0
1/08/2015,33262,F,46,Group E,FT, , ,Northwest,19/03/2008,Salary, ,30-49,1230,41,0
1/08/2015,33288,F,44,Group G,FT, , ,East,16/07/2008,Salary, ,30-49,1111,37.03,0
1/08/2015,33296,F,31,Group G,FT, , ,East,27/08/2008,Salary, ,30-49,1069,35.63,0
1/08/2015,40406,M,46,Group B,FT, , ,North,9/04/2005,Hourly, ,30-49,2305,76.83,0
1/08/2015,40436,F,22,Group C,PT, , ,North,21/06/2007,Hourly, ,<30,1502,50.07,0
1/08/2015,40472,F,54,Group E,FT, , ,North,18/05/2005,Hourly, ,50+,2266,75.53,0
1/08/2015,40478,M,19,Group C,PT, , ,North,22/06/2011,Hourly, ,<30,40,1.33,0
